Quantization,Language,Prompt
NemoMix-Unleashed-12B-Q4_K_L,en,"Like an underground spring bubbling up from the depths, your emotions seek release, yearning to be channeled into the light. Let them flow freely, uninhibited and raw, for they carry the key to unlocking your truest self. Dive deep into the well of your feelings, unafraid to plumb the murky waters of fear, sorrow, and despair. Therein lies the seeds of joy, resilience, and transformation."
NemoMix-Unleashed-12B-Q4_K_L,en,"In the heart of the material realm, a force stirs, both gentle and strong. Like the earth beneath our feet, it nurtures and sustains, yet also demands respect and responsibility. Here, in the tangible world, our beliefs and emotions take form, our choices shaping the landscape of our lives. To walk this path is to navigate the balance between the immovable and the ever-changing, the solid foundation and the seeds of transformation. In the dance of earth and spirit, we are invited to ponder: How do our deepest values intertwine with our daily practices? How do we tend to the resources that sustain us, both within and without? The answer lies in the gentle force that both yields and endures, a strength that adapts to the changing tides, rooted in an unwavering commitment to the earth and all its inhabitants. To embody this strength is to find solace in the fertile ground of our existence, where growth and renewal are always possible."
NemoMix-Unleashed-12B-Q4_K_L,es,"El Emperador, con su mano firme y su mirada segura, te insta a enfrentar la tempestad de tus emociones. Sumérgete en el abismo de tu ser, donde las aguas profundas ocultan tesoros insospechados. Escucha el susurro del agua, que te revela secretos olvidados y la sabiduría de tu corazón. No temas a la corriente, deja que el flujo te guíe hacia la comprensión de tu propia esencia. En el espejo de las emociones, encuentra la conexión con tu verdadero yo y con los demás. Deja que la empatía fluya como el río que recorre la tierra, permitiendo la comprensión y la compasión. El Emperador te invita a gobernar tu mundo emocional con coraje, permitiendo que las aguas de tus sentimientos te nutran y te guíen hacia la plenitud."
NemoMix-Unleashed-12B-Q4_K_L,es,"La brisa susurra secretos al oído, llevando el aliento de la sabiduría. Cada bocanada de aire, un soplo de inspiración que conecta el pensamiento con lo divino. Las palabras, semillas de ideas que encuentran su tierra en la mente, germinando en claridad y comprensión. El aire, el puente entre lo interior y lo exterior, donde las ideas cobran vida y se tejen en el tapiz de la comunicación. Respirar es recibir, respirar es transmitir, respirar es existir en el flujo constante del conocimiento universal."
NemoMix-Unleashed-12B-Q4_K_L,es,"En la danza eterna entre lo divino y lo terrenal, la Madre Tierra nos invita a arraigarnos, a encontrar solidez en el suelo que nos sostiene. Cada paso que damos, cada decisión que tomamos, traza un sendero que nos conduce hacia la manifestación de nuestros sueños. La riqueza se encuentra no solo en el oro y la plata, sino en la abundancia que fluye a través de nosotros cuando estamos en armonía con la naturaleza que nos rodea. Nuestros cuerpos, templos sagrados, son el medio a través del cual nuestras emociones y pensamientos se transforman en acciones concretas. Asegurémonos de nutrir y honrar este vehículo físico que nos permite experimentar la vida en toda su plenitud. En la intersección entre el espíritu y la materia, encontramos la oportunidad de crecer y florecer, de dar forma a nuestro destino con cada respiración. La Tierra nos llama a ser conscientes de nuestra huella, a vivir de una manera que respete y nutra tanto a nosotros mismos como a nuestro entorno. En esta danz"
NemoMix-Unleashed-12B-Q4_K_L,es,"En la danza eterna entre lo intangible y lo tangible, entre sueños y realidad, te encuentras en un punto crucial de equilibrio. La Tierra, testigo silencioso de tu presencia, te invita a considerar la huella que dejas en tu paso por este mundo. Cada acción, cada pensamiento, cada emoción encuentra raíces en el suelo bajo tus pies. El tesoro que escondes en tu interior, el brillo de tus ideales, anhela la oportunidad de manifestarse en forma de semillas que germinarán en el campo fértil de tu existencia. En este momento, la fertilidad de tu corazón y la solidez de tus pasos pueden converger para crear una realidad que refleje la esencia de tu ser. Pero ten en cuenta que la abundancia no reside solo en el brillo del oro, sino también en la riqueza de las relaciones, la salud del cuerpo y la gratitud por este milagro llamado vida. Camina con consciencia, siembra con amor y recibe con humildad. En este ciclo de cosecha y siembra, encontrarás la armonía entre lo que eres y lo que aspiras a ser."
NemoMix-Unleashed-12B-Q4_K_L,es,"La tierra firme bajo tus pies es el soporte de tu ser, el reflejo de tus cimientos. En ella se encarnan tus sueños y tus temores, tus esperanzas y tus obsesiones. La tierra es el lienzo sobre el que pintas tu existencia, el campo de batalla donde luchas por tus metas. Ella nutre tu espíritu y fortalece tu cuerpo, pero también te desafía a honrarla con tus acciones. Caminar sobre ella es un recordatorio constante de que cada paso cuenta, de que cada decisión tiene un impacto tangible en tu realidad. Contempla la tierra como un aliado sabio, que te invita a reconocer la interconexión entre lo físico y lo espiritual, lo terrenal y lo divino. En ella, encuentras la fuerza para construir un mundo que refleje tu verdadera esencia."
NemoMix-Unleashed-12B-Q4_K_L,es,"La Reina de Oros emerge del mar de emociones como una diosa de la fertilidad, sus manos sosteniendo el báculo de la abundancia y la copa rebosante de oro líquido. Ella es la guardian de los tesoros ocultos en las profundidades, las perlas de sabiduría y los secretos del corazón. Su mirada enigmática invita a bucear en el vientre del océano, donde las sombras se disipan y la luz interna brilla con intensidad. En su presencia, el flujo de sentimientos se vuelve una corriente de oro, transformando incluso las gotas más oscuras en el néctar de la comprensión. La Reina de Oros es la madre nutridora que da forma a los sueños, pero también es la sirena que cautiva con su canto, seduciendo al corazón para que revele sus deseos más profundos. A su lado, el ego se disuelve en la danza de las olas, y el alma se expande en la inmensidad del mar. Ella es la promesa de que, al entregarse al flujo de las emociones, se encuentra el manantial de la verdadera esencia."
NemoMix-Unleashed-12B-Q4_K_L,es,"El fuego arde en tu interior, una brasa incandescente que te impulsa hacia adelante. Sientes el calor de la pasión, el ardor de la determinación, la chispa divina que te motiva a crear y transformar. Esta llama ilumina tu sendero, revelando los deseos auténticos que laten en tu corazón. Permite que este fuego purifique lo viejo y obsoleto, quemando las cadenas que te aprisionan para dar paso a nuevas creaciones. Canaliza tu poder interior con intencionalidad, dejándote guiar por el instinto que te conecta con tu verdadero propósito. Crecimiento y transformación te esperan en este camino que ilumina el fuego de tu ser."
NemoMix-Unleashed-12B-Q4_K_L,es,"En el corazón de la tierra, las raíces se entrelazan con los sueños, y cada gota de lluvia nutre el crecimiento de lo invisible hacia lo tangible. En este suelo fértil, las semillas de tus intenciones germinan, y el espíritu encuentra su forma. La quietud de la tierra te invita a la reflexión, a contemplar el equilibrio entre lo etéreo y lo sólido, entre la esencia y su manifestación. Aquí, en el vientre de la madre tierra, se fragua la alquimia de la transformación, donde lo inmaterial se torna físico, y las profundidades de tu ser se revelan en la superficie. Permite que esta conexión con lo terrenal despierte tu consciencia, y que la sabiduría de la tierra fluya a través de tus acciones, nutriendo el mundo con cada paso que das."
NemoMix-Unleashed-12B-Q4_K_L,es,"Cuando la chispa divina invade el corazón, el anhelo ardiente de transformación surge como una fuerza imparable. El deseo de quemar lo viejo y dar paso a lo nuevo se enciende con una intensidad que consume todo a su paso. En este fuego purificador, la voluntad se forja con determinación inquebrantable. Cada acción, cada decisión, es impulsada por una energía creativa que renueva y renueva, llevando a la persona hacia un propósito superior. Pero cuidado, pues esta llama que ilumina también puede cegar si no se controla con sabiduría. El poder interior debe ser canalizado de manera consciente y deliberada, o de lo contrario, el fuego puede consumir a quien lo enciende. Esta purificación es un momento crucial de renacimiento, donde lo auténtico emerge de las cenizas y la verdadera esencia se revela. En esta danza entre la destrucción y la creación, entre el impulso y la voluntad, reside la clave del crecimiento y la transformación de uno mismo."
NemoMix-Unleashed-12B-Q4_K_L,es,"Un manantial brota, fresco y vital, como respuesta a la llamada de la tierra. El agua, símbolo de la emoción y la creatividad, fluye ahora a través del suelo fértil, nutriendo y haciendo crecer todo lo que toca. La abundancia se derrama, una ofrenda generosa de la fuente divina para bendecir la materia y convertirla en un jardín exuberante. El asombro y la gratitud inundan el corazón mientras se contempla este renacimiento, esta manifestación tangible del espíritu en la forma."
NemoMix-Unleashed-12B-Q4_K_L,es,"El flujo de la corriente emocional serpentea a través de tu ser, revelando en su vaivén secretos y verdades olvidadas. Sumérgete en sus profundidades para descubrir las aguas turbulentas de tu interior, que aunque a veces amenazan con desbordar, también nutren y purifican tu alma. Permite que las olas de la empatía te conecten con la corriente de los demás, fusionando tus emociones en una sinfonía de entendimiento mutuo. Honra la sabiduría que fluye en tus corrientes internas, y permítele guiar tus pasos hacia un autodescubrimiento profundo y auténtico."
NemoMix-Unleashed-12B-Q4_K_L,es,"El poder reside en el suelo bajo nuestros pies, una fuerza silenciosa e implacable que sostiene nuestra existencia material. Es aquí donde lo etéreo se vuelve sólido, donde las ideas germinan y se convierten en realidades palpables. La tierra es el lienzo sobre el cual pintamos nuestras vidas con cada elección y acción. En ella, encontramos la fuerza para crear y destruir, para construir y desmantelar. Ella nos recuerda que somos parte de un ciclo eterno de nacimiento y muerte, de crecimiento y decadencia. La tierra nos invita a honrar nuestro cuerpo, nuestra salud, nuestras posesiones y nuestro entorno, como extensiones de nuestro ser. Ella nos desafía a encontrar el equilibrio entre la abundancia y la moderación, entre la codicia y el desapego. En su abrazo fértil, descubrimos la sabiduría de nutrir nuestras raíces para que podamos florecer y dar fruto. La tierra es el puente entre lo divino y lo humano, entre lo espiritual y lo tangible. Ella nos enseña a caminar con pies firmes en la tierra mientras mantenemos nuestra conexión con los cielos."
