Quantization,Language,Prompt
WizardLM-2-7B.Q2_K,en,"In the gentle lapping of the wands upon the tides of consciousness, the Page stands as a beacon of awareness amidst the fluid dance of emotions. Here, in the water's embrace, the seeker is not lost but found, as the wands carve a path through the depths of feeling, charting a course towards understanding. The Page is a messenger, a harbinger of the emotional intelligence that resides within the fluidity of the subconscious. It is through this intimate connection with the water of feeling that the Page invites the seeker to navigate the currents of their own emotional landscape, to chart a course through the tempest of the heart, and to read the runes etched upon the wands' shafts as a map to the soul's hidden coves."
WizardLM-2-7B.Q2_K,en,"In the rich loam of your inner landscape, the Strength card beckons, a gentle reminder of the power inherent in restraint. Here, in the fertile embrace of the earth, the raw and untamed forces within you are not quelled, but harmonized. The Strength card, a symbol of patience and the quiet fortitude of nature, calls forth a contemplation of the material world as both a challenge and a canvas. It is an invitation to channel the elemental force of the earth, to shape and to mold, to create with the deliberate touch of a master sculptor. The strength here is not in dominance, but in the delicate balance of nurturing and asserting, of giving life to the tangible from the intangible, of transforming the raw into the refined. It is a call to cultivate a garden of personal growth, where each action is a seed planted in the fertile soil of your being. The Strength card, as it relates to the earth, asks you to consider the sustenance you offer to the world, and the ways in which you can channel your inner strength to bring forth the most bountiful harvest from the rich ground of your potential."
WizardLM-2-7B.Q2_K,es,"En el sutil caleidoscope de sus aguas, el Emperador se revela como la personificación del equilibrio y la autoridad. Su presencia en estas profundidades no es para imponer, sino para guiar con sabiduría y comprensión. Su figura, claramente delineada, refleja la claridad y la firmeza con la que se enfrentan los emociones y las complejidades del subconsciente. Es un recordatorio de que, a pesar de las turbulencias que a menudo acompañan a las olas de los sentimientos, hay un emperador en el control, un faro de luz constante en el cambiante horizonte de las emociones. Aquí, en este mundo de agua, se invita a sumergirse en la integridad, a reconocer la fuerza que reside en las emociones y a ver cómo estas pueden ser un puente hacia una comprensión más profunda de uno mismo y de los demás. El Emperador, en este contexto, es un llamado a la reflexión, a la introspección y a la conexión con lo que realmente importa: el conocimiento de uno mismo y la capacidad de compartir esa sabiduría con aquellos que comparten el viaje."
WizardLM-2-7B.Q2_K,es,"En la danza del aire, tu alma se viste de luz y de pensamientos. Cada respiración es un suspiro que lleva tus deseos al cosmos, buscando la conexión con lo inefable. Tu inteligencia se eleva, claramente distinguiendo lo que realmente importa de las distracciones. En este espacio, el alma se comunica con la esencia de las cosas, descubriendo la verdad que reside en el silencio entre las palabras. Aquí, la Templanza te guía, te anima a mantener la serenidad, a mantener la claridad en tu visión, y a compartir con el mundo las ideas que fluyen de tu fuente inspiradora."
WizardLM-2-7B.Q2_K,es,"En tu hogar, las raíces de tu ser se entrelazan con la tierra que pisas. Cada grano de arroz que cocinas, cada árbol que flanja en tu jardín, son manifestaciones de tu capacidad para transformar la esencia de la vida en formas tangibles y duraderas. Aquí, tu espíritu se sostiene y se nutre de la materia que rodea, permitiéndote ver cómo tus pensamientos y tus deseos se convierten en realidades físicas. Este es el momento para honrar la tierra que te ha dado hogar, y agradecar a los elementos que te permiten prosperar y crecer."
WizardLM-2-7B.Q2_K,es,"En tus manos yacentos, el oro se fundió en monedas que reflejan la luna completa. Cada uno de sus bordes es un círculo completo, un ciclo cerrado. El tiempo, el espacio y el valor se entrelazan, creando un legado que pasa de una generación a otra. La Tierra, con su ineluctable presencia, te recuerda que lo que endureza la vida es no solo lo que se desdice, sino también lo que se construye, lento y firme, con el tiempo. Aquí, el oro no es solo un metal, sino la esencia de la confianza y la tradición, un puente entre lo ephemero y lo eterno. En tus dedos, la riqueza no es solo un patrimonio, sino un cuerda que une el pasado con el futuro, un canto a la armonía que se mantiene, a pesar de las eras y los cambios."
WizardLM-2-7B.Q2_K,es,"En la fértil tierra de tus pensamientos, la Reina de Espadas se despliega con la gracia de un círculo sin fin. Su figura, reflexo del bienestar material, invita a contemplar la armonía entre lo que se ha sembrado y lo que se ha reapedido. Su presencia no es sino un recordatorio de la capacidad que reside en cada grano de sembradura para transformar la mera subsistencia en una verdadera fecundación de posibilidades. La Reina, con su sabiduría ancestral, nos guía a través de los espacios que separan las intenciones de hoy de las realidades de mañana, reminiscentes de un pasado que se presta a ser estudiado y aprendido. Ella nos recuerda que el verdadero poder reside en la capacidad de transformar lo que está a nuestra disposición, en un cuerpo de hechizales, en acciones tangibles y significativas. La Reina, con su manto de tierra fértil, nos invita a reconocer que cada gesto, cada palabra, cada pensamiento contribuye a la tierra que cultivamos, la de nuestro ser interior y el del mundo que nos rodea."
WizardLM-2-7B.Q2_K,es,"En el sutil abrazo del agua, se desvela la esencia de lo que está oculto en las profundidades del ser. La Reina de Oros en este dominio acuoso, no es otra que la sabiduría y la gracia en la comprensión de las emociones que fluyen como un río fértil. Ella invita al buscador a sumergirse en las aguas de su propia mente, donde cada oto de oro que toca revela un reflejo de la luz interior. La empatía fluye fácilmente entre las olas, conectando corazones y almas, y en este intercambio, se descubren las verdades que habían sido esquivadas por la complexidad de las aguas. La Reina, con su sabiduría, guía a través de las emociones, permitiendo que se abran los caudales del conocimiento y la comprensión. En este viaje, se reconoce que los sentimientos son más que cierta fase de la luna, sino la puerta a un mundo de posibilidades y comprensión profunda. La Reina de Oros, en su gracia, recuerda que el verdadero oro es el tesoro de las emociones vividas y compartidas."
WizardLM-2-7B.Q2_K,es,"En el calor de tu alma, el fuego te guía, te impulsa, te transforma. Cada chispa que se desliza sobre tu piel es un mensaje de creación, de renovación. Aquí, en este instante, el fuego te llama a la acción, a la determinación. No es un mero deseo, sino una llamada a la grandeza de tu ser, a la voluntad de forjar realidades. El fuego es la fuerza que te eleva, que te permite dejar atrás lo innecesario y abrazar lo que realmente importa. No temas a ser el artesano de tu destino, el creador de tus propias estrellas. El fuego es la puerta a tu universo personal, donde cada acto de voluntad es un paso hacia la iluminación de tu verdad."
WizardLM-2-7B.Q2_K,es,"En tus manos yacentos, la tierra se abre al cuerpo, un puente de soma a lo natural, donde cada rastro de agua y cada rama de árbol habla de un pasado, un presente que se teje con hilos de esperanza y un futuro que promete la continuidad de la vida. Aquí, en este terreno fértil, cada gesto, cada palabra, cada pensamiento se convierte en una historia que se escribe en la tierra, un testimonio de la existencia que perdura más allá de las estaciones, más allá de los ciclos naturales. La Tierra nos recuerda que, a pesar de las diferencias, compartimos un hogar común, una piel que se desgasta y renueva, un espíritu que se mantiene vivo a través de la interacción y el cuidado mutuo."
WizardLM-2-7B.Q2_K,es,"El fuego que te llama es la encarnación del alquimista, un alquimista que busca la transmutación de todas las formas de energía en un deseo ardiente y purificador. Cada vez que pienses en incendiar tu camino, recuerda que el fuego que te guía es el mismo que ilumina los caminos de los que buscan la transformación y la iluminación. No olvides que el calor que despertas es el calor de la creación, la renovación y la pasión que arde en el corazón de la humanidad."
WizardLM-2-7B.Q2_K,es,"En tus manos yacentos, la Tierra se convierte en un lienzo donde cada raya de color y textura habla de la riqueza y la capacidad de transformación. Cada gramo de materia, cada átomo, es un poema de potencial y un testimonio de la creación constante. La Tierra, en su cálid y fértil abrazo, nos invita a crear con los materiales de la vida, a formar con las piedras y a pintar con los colores de nuestras propias fantasías. Aquí, en este terreno de lo tangible, cada paso es un canto, cada gesto es una danza con los elementos de la existencia. La Tierra nos habla de la importancia de los recursos, no solo como un tesoro a guardar, sino como un caudal que debe fluir, circulando entre las manos de los que dan y los que reciben, entre las estaciones de la vida y los suelos de los sueños. La Tierra, en este momento, es un llamado a la acción, a la gestión consciente de los recursos, a la comprensión de que cada gramo, cada dólar, cada palabra, puede ser un sembrado para un futuro que aún no se ha imaginado. La Tierra, en este instante, es un diálogo con el futuro, una promesa de lo que aún podemos ser, si nos atenemos a la Tierra con un ojo de graciosa y respeto, si nos enseñamos a ser guardianes de lo que la Tierra nos ofrece."
WizardLM-2-7B.Q2_K,es,"En el sutil abrazo de las olas, el Paje de Bastos te invita a manejar con cuidado los secretos que fluyen a tu alrededor. No intentes dominar el agua, sino entender su flujo. Cada gota te enseña a ver tus emociones como un ciclo de creación y destrucción. Atrévete a usar esas emociones como bastones, para construir castillos de comprensión y empatía. Tu mundo interior es un océano profundo, pero recuerda que tienes la clave para desbloquear tus propios misterios. Con cada oliva que cuelga, aprende a cosechar la sabiduría que tus emociones tienen para ofrecer."
WizardLM-2-7B.Q2_K,es,"En tus interacciones con la tierra, recuerda que cada gramo de suelo, cada átomo de agua y cada ray de luz contienen el eco de un universo entero. Cada gesto, cada palabra, cada pensamiento te conecta con un cosmos viviente, donde lo material y lo espiritual se entrelazan en un constante intercambio. Aquí, en este terreno fértil, tu presencia es un puente entre lo inmortal y lo efímero, un lugar donde la fuerza de la tierra se eleva a través de tus acciones y tus elecciones. Aquí, la Tierra te invita a abrazar la dualidad de ser tanto un pilar en lo que es estable y endurecido, como también un canal para el flujo de lo que es mutable y adaptable. Siente cómo en tu mano se cuelan las hojas de un libro que narra tu historia, y recuerda que cada página es una oportunidad para escribir un nuevo capítulo, uno que refleje tu armonía con el entorno que has elegido cosechar."
