Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
10,"The Page of Wands, a catalyst for change and new beginnings, emerges from the watery depths. This card invites the seeker to dive into the uncharted waters of their own emotions, to explore the hidden currents that shape their inner landscape. The Page of Wands suggests that true power lies within, waiting to be unleashed. It is a call to embrace the wild, untamed essence of one's being, to let go of inhibitions and fear. The path ahead may be uncertain, but with courage and trust in oneself, the seeker can navigate the choppy waters of the subconscious. This card is a reminder that emotions, though sometimes overwhelming, are a vital source of strength and wisdom. By immersing oneself in the flow of feelings, one can tap into the intuitive knowing that resides within. The Page of Wands encourages the seeker to honor their emotional sensitivity as a gift, a tool for connection and self-discovery. It is a invitation to embrace the full spectrum of human experience, to dance with the shadows and bask in the light of authentic expression.",en,146,36,0,182,0.198,"['a', 'emerges', 'invites', 'to', 'to', 'explore', 'true', 'to', 'be', 'a', 'to', 'embrace', 'to', 'go', 'be', 'trust', 'can', 'a', 'are', 'a', 'vital', 'can', 'resides', 'to', 'honor', 'as', 'a', 'a', 'a', 'to', 'embrace', 'full', 'human', 'to', 'dance', 'light']",[]
11,"The Strength card emerges from the Earth, a symbol of stability and physical manifestation. In this realm of resources and materiality, the Strength card represents the power to overcome challenges and maintain resilience. It speaks to the resilience of the spirit, the capacity to withstand adversity and emerge stronger. The Strength card invites us to explore the relationship between our inner strength and external circumstances. It suggests that true power lies not in external validation but in the fortitude of the soul. The Strength card encourages us to dig deep within, to access the wellspring of inner strength that resides within us. It reminds us that our greatest resource is the indomitable spirit that resides within, the ability to rise above and overcome any obstacle. The Strength card is a call to embrace our inner strength, to trust in our resilience and the power of our own being. It is a reminder that we are capable of weathering any storm, of emerging from challenges stronger and wiser.",en,142,25,0,167,0.15,"['emerges', 'a', 'to', 'to', 'to', 'emerge', 'invites', 'to', 'explore', 'true', 'fortitude', 'soul', 'to', 'to', 'resides', 'resides', 'to', 'rise', 'a', 'to', 'embrace', 'to', 'trust', 'a', 'are']",[]
12,"El Emperador, el rey de los cielos, se encuentra en el tarot de Agua. El agua, que simboliza las emociones y los sentimientos, actúa como un espejo que refleja las profundidades ocultas del psique. Esta carta invita al buscador a sumergirse en su mundo emocional, explorando y comprendiendo mejor sus propios sentimientos. El agua facilita la conexión con otros a través de la empatía, permitiendo una comprensión más profunda de las experiencias y emociones compartidas. El Emperador, como el rey de los cielos, representa la sabiduría y la iluminación. En este contexto, la carta sugiere la introspección para identificar las emociones dominantes y su impacto en la vida diaria. También anima a evaluar cómo estas emociones influyen en la toma de decisiones y en las interacciones con los demás. El Emperador es un llamado a honrar la sensibilidad emocional como una herramienta de conexión y autodescubrimiento.",es,0,141,5,146,0.0,[],"['cielos', 'sumergirse', 'cielos', 'dominantes', 'autodescubrimiento']"
13,"El Aire es un elemento fundamental en el Tarot que representa la comunicación, el pensamiento y la inteligencia. En la carta de Aire, se destaca la importancia de una comunicación clara tanto interna como externa. Esta carta simboliza la necesidad de explorar cómo nuestros pensamientos y palabras moldean la realidad personal, y cómo la claridad en esta área puede llevar a un entendimiento más profundo de nosotros mismos y del entorno que nos rodea. El Aire actúa como el vehículo a través del cual las ideas divinas se materializan en la conciencia humana, promoviendo la claridad mental y la capacidad de discernimiento. Cada respiración es vista como una oportunidad para conectarse con la sabiduría superior. Este intercambio va más allá de la toma de oxígeno, involucrando la absorción y el procesamiento de influencias espirituales. En este sentido, el Aire es fundamental para la formación y la articulación del pensamiento, esencial para la comunicación efectiva y la inteligencia.",es,0,156,1,157,0.0,[],['conectarse']
14,"El tres de bastos, una carta de tierra, invita a reflexionar sobre la relación entre el espíritu y la materia. Esta carta simboliza la manifestación física de nuestras ideas y emociones, la estabilidad y el aspecto tangible de nuestra existencia. En el contexto del tarot, la tierra está relacionada con la materialización de conceptos en formas concretas, incluyendo la relación con el cuerpo, los recursos y el entorno físico. La tierra representa el punto final en el descenso del espíritu hacia la materia, donde los conceptos se vuelven realidad tangible. Este elemento es esencial para comprender cómo nuestras creencias y emociones se traducieron en acciones y manifestaciones físicas. La tierra no solo representa solidez e inmovilidad, sino también la capacidad de sostener y nutrir la vida, proporcionando un terreno fértil para el crecimiento y la realización personal. En la tirada estrella del autoconocimiento, la carta de tierra invita a reflexionar sobre cómo interactuamos con el mundo material y cómo gestionamos nuestros recursos. Ofrece la oportunidad de considerar la alineación entre nuestras aspiraciones espirituales y nuestras prácticas diarias. Esta carta desafía al consultante a evaluar su relación con el dinero, la salud y el medio ambiente, promoviendo un enfoque equilibrado y sostenible que reflejera sus valores más profundos.",es,0,205,2,207,0.0,[],"['autoconocimiento', 'reflejera']"
15,"El diez de Oros, en el contexto de la carta de Tierra, invita a reflexionar sobre la relación entre el espíritu y la materia. Esta carta simboliza la manifestación física de nuestras ideas y emociones, la estabilidad y el aspecto tangible de nuestra existencia. El elemento Tierra es esencial para comprender cómo nuestras creencias y sentimientos se traducieron en acciones y manifestaciones concretas, incluyendo la relación con el cuerpo, los recursos y el entorno físico. La Tierra no solo representa solidez e inmovilidad, sino también la capacidad de sostener y nutrir la vida, proporcionando un terreno fértil para el crecimiento y la realización personal. En la Tirada Estrella del Autoconocimiento, la carta de Tierra invita a reflexionar sobre cómo interactuamos con el mundo material y cómo gestionamos nuestros recursos. Ofrece la oportunidad de considerar la alineación entre nuestras aspiraciones espirituales y nuestras prácticas diarias. Esta carta desafía al consultante a evaluar su relación con el dinero, la salud y el medio ambiente, promoviendo un enfoque equilibrado y sostenible que refleje sus valores más profundos.",es,0,173,1,174,0.0,[],['autoconocimiento']
16,"La Reina de Espadas se encuentra en el mundo de la Tierra, donde la realidad tangible y concreta se manifesta. Esta carta invita a reflexionar sobre la relación entre nuestra espiritualidad y la vida material. Puedes considerar cómo tus creencias y emociones se traducieron en acciones y manifestaciones físicas en tu vida diaria. ¿Cuán bien alineada está tu relación con el dinero, tu salud y el medio ambiente con tus aspiraciones más elevadas? Esta carta te invita a evaluar ese equilibrio y a considerar un enfoque más sostenible que refleje tus valores más profundos. La Tierra no es solo un elemento estabilizador, sino también una fuente de crecimiento y realización personal. Puedes reflexionar sobre cómo interactuas con los recursos materiales disponibles para ti y cómo los utilizas para satisfacer tus necesidades y lograr tus objetivos. La Reina de Espadas te recuerda que la estabilidad y la manifestación física son esenciales para el bienestar y el crecimiento humanos.",es,0,154,3,157,0.0,[],"['manifesta', 'cuán', 'interactuas']"
17,"El Reina de Oros se encuentra en el mundo de la Agua, donde las emociones y los sentimientos se mueven con la fluidez de un río. Esta carta invita al buscador a sumergirse en el mundo emocional, a explorar y comprender mejor sus propios sentimientos más íntimos. El agua simboliza el flujo de las emociones, las profundidades del subconsciente y la conexión con la intuición. El Reina de Oros actúa como un espejo, reflejando las profundidades ocultas del psique y revelando secretos internos y verdades olvidadas. Esta carta sugiere la introspección para identificar las emociones dominantes y su impacto en la vida diaria. También anima a evaluar cómo estas emociones influyen en la toma de decisiones y en las interacciones con los demás. El Reina de Oros es un llamado a honrar la sensibilidad emocional como una herramienta de conexión y autodescubrimiento.",es,0,138,4,142,0.0,[],"['sumergirse', 'íntimos', 'dominantes', 'autodescubrimiento']"
18,"El fuego es la fuerza vital que impulsa la acción y el cambio. Este elemento representa la chispa divina que enciende la motivación y el deseo de manifestar la propia voluntad en el mundo físico. El Fuego es una manifestación del poder divino que reside en cada ser humano. Este poder es el motor detrás de la creatividad, la inspiración y la determinación. La energía del Fuego es tanto destructiva como constructiva, capaz de quemar lo que es viejo y obsoleto para dar espacio a nuevas creaciones. En este sentido, representa la purificación a través de la cual las personas pueden reinventarse a sí mismas y sus vidas. La carta de Fuego alude a la necesidad de reconocer y canalizar adecuamente la fuerza interior. Invita al buscador a considerar cómo su impulso y voluntad se manifiestan en sus acciones y decisiones. Además, sugiere reflexionar sobre los deseos auténticos que motivan estas acciones y cómo alinearlos con un propósito superior. Esta carta desafía al individuo a usar su poder interior de forma consciente y deliberada, fomentando el crecimiento personal y la transformación.",es,0,178,3,181,0.0,[],"['reinventarse', 'adecuamente', 'alinearlos']"
19,"El Cuatro de Copas de la Tarot, en el contexto de la carta de Tierra, invita a reflexionar sobre la relación entre nuestra esencia espiritual y las manifestaciones tangibles de nuestra vida. Esta carta nos recuerda que, aunque los pensamientos y las emociones sean intangibles, su impacto se hace sentir en el mundo material. El elemento Tierra, con su estabilidad y capacidad de sostener la vida, nos recuerda que nuestras creencias y aspiraciones no quedan vacías, sino que se traducieron en acciones y manifestaciones concretas. Esta carta desafía al consultante a evaluar su relación con los recursos materiales y el medio ambiente, promoviendo un enfoque equilibrado y sostenible que refleje sus valores más profundos. El Cuatro de Copas nos recuerda que, aunque los aspectos espirituales sean invisibles, su influencia se hace sentir en cada una de nuestras acciones y decisiones.",es,1,139,0,140,0.007,['intangibles'],[]
20,"El fuego es la fuerza vital que impulsa la acción y el cambio. Este elemento representa la chispa divina que enciende la motivación y el deseo de manifestar la propia voluntad en el mundo físico. El Fuego es una manifestación del poder divino que reside en cada ser humano. Este poder es el motor detrás de la creatividad, la inspiración y la determinación. La energía del Fuego es tanto destructiva como constructiva, capaz de quemar lo que es viejo y obsoleto para dar espacio a nuevas creaciones. En este sentido, representa la purificación a través de la cual las personas pueden reinventarse a sí mismas y sus vidas. La carta de Fuego alude a la necesidad de reconocer y canalizar adecuamente la fuerza interior. Invita al buscador a considerar cómo su impulso y voluntad se manifiestan en sus acciones y decisiones. Además, sugiere reflexionar sobre los deseos auténticos que motivan estas acciones y cómo alinearlos con un propósito superior. Esta carta desafía al individuo a usar su poder interior de forma consciente y deliberada, fomentando el crecimiento personal y la transformación.",es,0,178,3,181,0.0,[],"['reinventarse', 'adecuamente', 'alinearlos']"
21,"El As de Copas, en el contexto de la Tierra, invita a reflexionar sobre la relación entre nuestra esencia espiritual y las manifestaciones tangibles de nuestra vida. Esta carta nos recuerda que, aunque los pensamientos y las emociones sean intangibles, su impacto se hace sentir en el mundo material. El As de Copas simboliza la habilidad de transformar la energía espiritual en formas concretas, como la creación de algo nuevo o la manifestación de un sueño. En este sentido, la carta nos urge a considerar cómo estamos utilizando nuestros recursos y recursos internos para construir una vida que refleje nuestros valores más profundos. ¿Estamos invirtiendo nuestra energía en formas que nutricieron y sostengan nuestra alma, o estamos permitiendo que nuestros pensamientos y sentimientos se desvanecan en el vacío? El As de Copas nos recuerda que, en el mundo material, la estabilidad y la solidez son esenciales para el crecimiento y la realización personal. Al mismo tiempo, nos invita a considerar cómo podemos llevar nuestra espiritualidad a la práctica diaria, transformando nuestros pensamientos y sentimientos en acciones que mejoran nuestra vida y el mundo que nos rodea. Esta carta nos desafía a encontrar un equilibrio entre nuestras aspiraciones espirituales y nuestras prácticas materiales, promoviendo un enfoque sostenible y auténtico que refleje nuestra verdadera naturaleza.",es,1,210,2,213,0.005,['intangibles'],"['nutricieron', 'desvanecan']"
22,"El Paje de Bastos, en su simbolismo poético, nos invita a sumergirnos en el flujo de nuestras emociones más profundas. Como el agua, este elemento es esencial para el desarrollo espiritual, permitiendo a las personas conectarse con sus sentimientos más íntimos y la sabiduría intuitiva que ofrecen. El Agua actúa como un espejo, reflejando las profundidades ocultas del psique y revelando secretos internos y verdades olvidadas. El tarot nos recuerda que las emociones, aunque a veces turbulentas, son una fuente vital de información sobre el verdadero ser y las necesidades de uno. Además, el Agua facilita la conexión con otros a través de la empatía, permitiendo una comprensión más profunda de las experiencias y emociones compartidas. Esta carta sugiere la introspección para identificar las emociones dominantes y su impacto en la vida diaria. También anima a evaluar cómo estas emociones influyen en la toma de decisiones y en las interacciones con los demás. El Paje de Bastos es un llamado a honrar la sensibilidad emocional como herramienta de conexión y autodescubrimiento.",es,0,166,5,171,0.0,[],"['sumergirnos', 'conectarse', 'íntimos', 'dominantes', 'autodescubrimiento']"
23,"La Fuerza, la Tierra, la manifestación física. El punto final del descenso del espíritu hacia la materia, donde los conceptos se vuelven realidad tangible. La estabilidad y la solidez de nuestra existencia, la capacidad de sostener y nutrir la vida, un terreno fértil para el crecimiento y la realización personal. La alineación entre nuestras aspiraciones espirituales y nuestras prácticas diarias, un equilibrio sostenible que refleje nuestros valores más profundos. El dinero, la salud, el medio ambiente - todos los aspectos de nuestra vida material se encuentran en la esfera de la Tierra. Esta carta nos invita a reflexionar sobre cómo interactuamos con el mundo material, cómo gestionamos nuestros recursos de manera responsable y equilibrada. Nos urge a evaluar la alineación entre nuestras creencias más preciadas y nuestras acciones concretas, a asegurarnos de que nuestra vida material refleje nuestros valores más esenciales. La Tierra es el punto de encuentro entre el espíritu y la materia, entre nuestras aspiraciones más elevadas y las formas concretas en las que se materializan. En el contexto del Tarot, esta carta nos recuerda la importancia de mantener una conexión profunda y equilibrada con el mundo material, de gestionar nuestros recursos de manera sostenible y responsable. Nos invita a considerar cómo podemos manifestar nuestras ideas y emociones de manera más tangible, cómo podemos traducir nuestros conceptos más abstractos en acciones y manifestaciones físicas que reflejen nuestros valores más profundos.",es,0,230,1,231,0.0,[],['asegurarnos']
