Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
14,"En el terreno de tus sueños y deseos, la tierra de tus posibilidades se abre ante ti. Los recursos que necesitas para construir tu futuro están a tu alcance, esperando que los coseches. La tierra fértil de tus sueños puede parecer un desierto, pero debajo de la superficie hay tesoros esperando ser descubiertos. Cultiva tus sueños y tus valores con la misma dedicación que dedicarías a la tierra, y verás crecer cosechas de abundancia y realización. En el terreno de tu espíritu, cada semilla de deseo tiene el potencial de convertirse en un árbol que da frutos. Cultiva tus sueños con la misma intensidad que dedicarías a la tierra, y verás crecer cosechas de abundancia y realización. En el terreno de tu espíritu, cada semilla de deseo tiene el potencial de convertirse en un árbol que da frutos. Cultiva tus sueños con la misma intensidad que dedicarías a la tierra, y verás crecer cosechas de abundancia y realización.",es,0,156,2,158,0.0,[],"['convertirse', 'convertirse']"
15,"En el terreno de tus sueños y deseos, la tierra de tus posibilidades se abre ante ti. Los recursos que necesitas para construir tu futuro están a tu alcance, esperando que los coseches. La tierra fértil de tus sueños puede parecer un desierto, pero debajo de la superficie hay tesoros esperando ser descubiertos. Cultiva tus sueños y tus valores con la misma dedicación que dedicarías a la tierra, y verás crecer cosechas de abundancia y realización. En el terreno de tu espíritu, cada semilla de deseo tiene el potencial de convertirse en un árbol que da frutos. Cultiva tus sueños con la misma intensidad que dedicarías a la tierra, y verás crecer cosechas de abundancia y realización. En el terreno de tu espíritu, cada semilla de deseo tiene el potencial de convertirse en un árbol que da frutos. Cultiva tus sueños con la misma intensidad que dedicarías a la tierra, y verás crecer cosechas de abundancia y realización.",es,0,156,2,158,0.0,[],"['convertirse', 'convertirse']"
16,"En el terreno de tus sueños y deseos, la tierra de tus posibilidades se abre ante ti. Los recursos que necesitas para construir tu futuro están a tu alcance, esperando que los coseches. La tierra fértil de tus sueños puede parecer un desierto, pero debajo de la superficie hay tesoros esperando ser descubiertos. Cultiva tus sueños y tus valores con la misma dedicación que dedicarías a la tierra, y verás crecer cosechas de abundancia y realización. En el terreno de tu espíritu, cada semilla de deseo tiene el potencial de convertirse en un árbol que da frutos. Cultiva tus sueños con la misma intensidad que dedicarías a la tierra, y verás crecer cosechas de abundancia y realización. En el terreno de tu espíritu, cada semilla de deseo tiene el potencial de convertirse en un árbol que da frutos. Cultiva tus sueños con la misma intensidad que dedicarías a la tierra, y verás crecer cosechas de abundancia y realización.",es,0,156,2,158,0.0,[],"['convertirse', 'convertirse']"
17,"En el lago de los sentimientos, donde el agua refleja la luz de la comprensión, se encuentra la fuente de la empatía y la conexión. En las profundidades del corazón, donde el agua se vuelve oscura, se encuentran tesoros de sabiduría y verdad. Sumérgete en tu mundo emocional y deja que la corriente de tus sentimientos te guíe hacia la comprensión. Las corrientes internas pueden ser turbulentas, pero también son fuente de vital energía y conexión. Honra tus sentimientos y deja que fluyan libremente, permitiendo que la empatía abra caminos hacia nuevas perspectivas. En el lago de tu corazón, la corriente de tus emociones es un río de posibilidades que pueden llevarte a lugares inesperados. Confía en tu intuición y deja que el flujo de tus sentimientos te acerque a ti mismo y a los demás.",es,0,134,2,136,0.0,[],"['sumérgete', 'llevarte']"
18,"En el corazón del fuego, donde la energía se transforma en acción, se encuentra el impulso para la creación y el cambio. La chispa de la inspiración enciende la voluntad de transformar sueños en realidad. En el calor del deseo, la determinación se forja en la fragua de la experiencia. Cada llama de la pasión ilumina el camino hacia nuevas posibilidades y oportunidades de crecimiento. En el fuego de la voluntad, la energía del espíritu se convierte en fuerza para mover montañas y abrir nuevos senderos. La fuerza del fuego interior es tanto destructiva como constructiva, capaz de quemar lo que es viejo y obsoleto para dar espacio a nuevas creaciones. En este sentido, representa la purificación a través de la cual las personas pueden reinventarse a sí mismas y sus vidas. La carta de Fuego alude a la necesidad de reconocer y canalizar adecuadamente la fuerza interior. Invita al buscador a considerar cómo su impulso y voluntad se manifiestan en sus acciones y decisiones. Además, sugiere reflexionar sobre los deseos auténticos que motivan estas acciones y cómo alinearlos con un propósito superior. Esta carta desafía al individuo a usar su poder interior de forma consciente y deliberada, fomentando el crecimiento personal y la transformación.",es,0,202,3,205,0.0,[],"['reinventarse', 'adecuadamente', 'alinearlos']"
19,"En el terreno de tus sueños y deseos, la tierra de tus posibilidades se abre ante ti. Los recursos que necesitas para construir tu futuro están a tu alcance, esperando que los coseches. La tierra fértil de tus sueños puede parecer un desierto, pero debajo de la superficie hay tesoros esperando ser descubiertos. Cultiva tus sueños y tus valores con la misma dedicación que dedicarías a la tierra, y verás crecer cosechas de abundancia y realización. En el terreno de tu espíritu, cada semilla de deseo tiene el potencial de convertirse en un árbol que da frutos. Cultiva tus sueños con la misma intensidad que dedicarías a la tierra, y verás crecer cosechas de abundancia y realización. En el terreno de tu espíritu, cada semilla de deseo tiene el potencial de convertirse en un árbol que da frutos. Cultiva tus sueños con la misma intensidad que dedicarías a la tierra, y verás crecer cosechas de abundancia y realización.",es,0,156,2,158,0.0,[],"['convertirse', 'convertirse']"
20,"En el corazón del fuego, donde la energía se transforma en acción, se encuentra el impulso para la creación y el cambio. La chispa de la inspiración enciende la voluntad de transformar sueños en realidad. En el calor del deseo, la determinación se forja en la fragua de la experiencia. Cada llama de la pasión ilumina el camino hacia nuevas posibilidades y oportunidades de crecimiento. En el fuego de la voluntad, la energía del espíritu se convierte en fuerza para mover montañas y abrir nuevos senderos. La fuerza del fuego interior es tanto destructiva como constructiva, capaz de quemar lo que es viejo y obsoleto para dar espacio a nuevas creaciones. En este sentido, representa la purificación a través de la cual las personas pueden reinventarse a sí mismas y sus vidas. La carta de Fuego alude a la necesidad de reconocer y canalizar adecuadamente la fuerza interior. Invita al buscador a considerar cómo su impulso y voluntad se manifiestan en sus acciones y decisiones. Además, sugiere reflexionar sobre los deseos auténticos que motivan estas acciones y cómo alinearlos con un propósito superior. Esta carta desafía al individuo a usar su poder interior de forma consciente y deliberada, fomentando el crecimiento personal y la transformación.",es,0,202,3,205,0.0,[],"['reinventarse', 'adecuadamente', 'alinearlos']"
21,"En el terreno de tus sueños y deseos, la tierra de tus posibilidades se abre ante ti. Los recursos que necesitas para construir tu futuro están a tu alcance, esperando que los coseches. La tierra fértil de tus sueños puede parecer un desierto, pero debajo de la superficie hay tesoros esperando ser descubiertos. Cultiva tus sueños y tus valores con la misma dedicación que dedicarías a la tierra, y verás crecer cosechas de abundancia y realización. En el terreno de tu espíritu, cada semilla de deseo tiene el potencial de convertirse en un árbol que da frutos. Cultiva tus sueños con la misma intensidad que dedicarías a la tierra, y verás crecer cosechas de abundancia y realización. En el terreno de tu espíritu, cada semilla de deseo tiene el potencial de convertirse en un árbol que da frutos. Cultiva tus sueños con la misma intensidad que dedicarías a la tierra, y verás crecer cosechas de abundancia y realización.",es,0,156,2,158,0.0,[],"['convertirse', 'convertirse']"
22,"Bajo la superficie tranquila del lago de los sentimientos, corrientes ocultas fluyen con fuerza. En las profundidades, donde el agua se vuelve oscura, se encuentran tesoros de sabiduría y verdad. Sumérgete en tu mundo emocional y deja que la corriente te guíe hacia la comprensión. Las corrientes internas pueden ser turbulentas, pero también son fuente de vital energía y conexión. Honra tus sentimientos y deja que fluyan libremente, permitiendo que la empatía abra caminos hacia nuevas perspectivas. En el lago de tu corazón, la corriente de tus emociones es un río de posibilidades que pueden llevarte a lugares inesperados. Confía en tu intuición y deja que el flujo de tus sentimientos te acerque a ti mismo y a los demás.",es,0,118,2,120,0.0,[],"['sumérgete', 'llevarte']"
23,"En el terreno de tus sueños y deseos, la tierra de tus posibilidades se abre ante ti. Los recursos que necesitas para construir tu futuro están a tu alcance, esperando que los coseches. La tierra fértil de tus sueños puede parecer un desierto, pero debajo de la superficie hay tesoros esperando ser descubiertos. Cultiva tus sueños y tus valores con la misma dedicación que dedicarías a la tierra, y verás crecer cosechas de abundancia y realización. En el terreno de tu espíritu, cada semilla de deseo tiene el potencial de convertirse en un árbol que da frutos. Cultiva tus sueños con la misma intensidad que dedicarías a la tierra, y verás crecer cosechas de abundancia y realización. En el terreno de tu espíritu, cada semilla de deseo tiene el potencial de convertirse en un árbol que da frutos. Cultiva tus sueños con la misma intensidad que dedicarías a la tierra, y verás crecer cosechas de abundancia y realización.",es,0,156,2,158,0.0,[],"['convertirse', 'convertirse']"
