Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
10,"The Page of Wands, with its connection to the Water card, represents a journey of self-discovery and emotional exploration. This young, enthusiastic figure is eager to dive into the depths of their inner world, seeking to understand the powerful emotions that shape their experiences. As they navigate the currents of their emotions, they are guided by their intuition and empathy, allowing them to forge deeper connections with others. This introspective journey encourages them to honor their emotional sensitivity as a tool for connection and self-discovery, ultimately leading to a richer and more fulfilling life.",en,80,15,1,96,0.156,"['to', 'a', 'figure', 'to', 'to', 'as', 'are', 'to', 'to', 'honor', 'as', 'a', 'to', 'a', 'more']",['fulfilling']
11,"The Strength card, in connection with the Earth card, represents a powerful force that tames the raw energy of the material world. This gentle, compassionate figure embodies the ability to harness the resources and opportunities available, while maintaining a sense of balance and harmony. As they navigate the physical plane, they are guided by their inner strength and resilience, allowing them to transform their dreams into tangible reality. This journey encourages them to evaluate their relationship with the material world and to cultivate a sustainable and fulfilling connection with their resources. By aligning their spiritual aspirations with their daily practices, they are able to nurture their growth and find a sense of purpose that reflects their deepest values. This card serves as a reminder that strength and resilience can be found in the ability to harness the power of the Earth and to create a life that is both grounded and inspired.",en,125,26,1,152,0.171,"['a', 'material', 'figure', 'to', 'a', 'balance', 'as', 'plane', 'are', 'to', 'tangible', 'reality', 'to', 'material', 'to', 'a', 'are', 'to', 'a', 'as', 'a', 'can', 'be', 'to', 'to', 'a']",['fulfilling']
12,"Euser
Eras de la carta de la de la de la de la de la de la de la de la. La carta de Agua esa, no. El Agua de la, so que.
Eras de la, no. El Agua de la, so que.

Eras de la, so que.

Eras de la de la de la de la.

Eras de la de la de la de la de la de la de la de la de la de la de la.
Eras de la de la de la de la de la de la de la de la de la de la de la.
Eras de la de la de la de la de la de la de la de la de la de la de la de la de la de la.

Eras de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la.

Eras de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de 
Eras de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de 

Eras de la de 

Eras de la de la de la de la de la de la de la de 
Eras de la de la de a de a de a de a de a de a de a de a de a de a de 

Eras de la de 

Eras de la de 
Eras de la de 

Eras de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de la de 

 

 E 

 
 E 

 E 
 

 E 

 E 
 
 
 
 E 
 
 
 E 
 
 E 
 
 E 
 
 E 
 
 
 E 
 
 
 E 
 
 
 
 E 
 
 E 
 
 
 E 
 

 E 
 
 E",es,0,661,1,662,0.0,[],['euser']
13,"E 6ier.E
 E 6ier,E 6 en
 E Sí
 E S
 E 6ier. E S.Esci.a. Espec.
 E 6ier.Esco.e.es. Espec.es. E 6 en
 E S
 E S
 E 6ier
 E S
 E S
 E Sí.e.a. Espec.enivasta. E- deo.
 Espec.
  Estruea.Escuraar de.aar. Espec.
 E 6ieo.es.
 Espec.ar.e.6imas.en",es,7,33,19,59,0.119,"['s', 's', 's', 's', 's', 's', 'imas']","['ier', 'ier', 'ier', 'esci', 'espec', 'ier', 'esco', 'espec', 'ier', 'espec', 'enivasta', 'deo', 'espec', 'estruea', 'escuraar', 'aar', 'espec', 'ieo', 'espec']"
14,"La carta del Tres de Bastos representa la creatividad y la capacidad de adaptarse a los desafíos y enfrentar los retos en nuestras vidas. En el contexto de Carta de Tierra (Plano material y Recursos), esta combinación de cartas invita a explorar nuestra capacidad para enfrentar los desafíos y adaptarnos a los cambios en nuestras vidas a través de la creatividad y la capacidad de superar los desafíos.

La lectura simbólica y poética de esta pareja de cartas abre la posibilidad de reflexionar sobre nuestra capacidad para enfrentar los desafíos y adaptarnos a los cambios en nuestras vidas a través de la creatividad y la capacidad de superar los desafíos. El Tres de Bastos nos enseña a ser adaptables y decididos en nuestros retos, mientras que la Tierra nos enseña a ser conscientes de nuestros recursos y cómo los gestionamos.

Esta lectura invita a evaluar nuestra alineación entre nuestras aspiraciones espirituales y nuestras prácticas diarias, y a considerar cómo estamos utilizando nuestra creatividad y nuestra determinación para crear un mundo más sostenible y equilibrado. Al honrar nuestra conexión con nuestros recursos y nuestra capacidad para enfrentar los desafíos y adaptarnos a los retos, podemos desarrollar una mayor comprensión y nos mantimos a evaluar nuestra alineación entre nuestras aspiraciones espirituales y nuestras prácticas diarias, y a considerar cómo estamos utilizando nuestra creatividad y nuestra determinación para crear un mundo más sostenible y equilibrado. Al honrar nuestra conexión con nuestra creatividad y nuestra determinación, podemos desarrollar una mayor comprensión y nos mantimos a usar de forma equilibrada y la interpretación de nuestros recursos y nuestra determinación para crear un mundo más sostenible y la protección. Al honrar nuestra conexión con nuestra creatividad y nuestra determinación, podemos usar de forma abstracta y la capacidad de superar los desafíos.

Ahora reflexación y desgloses los significados.
La lectura debe ser abstracta y dejar espacio y la reflexión no explícano.
La lectura de esta combina de contexto y la alineación explícamente.",es,1,316,8,325,0.003,['adaptables'],"['adaptarse', 'adaptarnos', 'adaptarnos', 'adaptarnos', 'mantimos', 'mantimos', 'reflexación', 'explícamente']"
15,"La carta del Diez de Oros representa la culminación y el logro alcanzado a través de la acumulación y la protección de nuestros recursos. En el contexto de Carta de Tierra (Plano material y Recursos), esta combinación de cartas invita a explorar nuestra capacidad para manifestar nuestros deseos en el mundo físico y material a través de la acumulación y la protección de nuestros recursos.

La lectura simbólica y poética de esta pareja de cartas abre la posibilidad de reflexionar sobre nuestra capacidad para manifestar nuestros deseos en el mundo físico y material a través de la acumulación y la protección de nuestros recursos. El Diez de Oros nos enseña a ser astutos y prácticos en nuestra gestión de los recursos, mientras que la Tierra nos enseña a ser conscientes de nuestros recursos y cómo los gestionamos.

Esta lectura invita a evaluar nuestra alineación entre nuestras aspiraciones espirituales y nuestras prácticas diarias, y a considerar cómo estamos utilizando nuestra acumulación y protección de nuestros recursos para crear un mundo más sostenible y equilibrado. Al honrar nuestra conexión con nuestros recursos y nuestra capacidad para manifestar nuestros deseos a través de la acumulación y la protección de nuestros recursos, podemos desarrollar una mayor comprensión de nuestra capacidad para alcanzar nuestros objetivos y transformar nuestras vidas a través de la gestión responsable y la sostenibilidad en nuestras relaciones con los recursos.",es,0,229,0,229,0.0,[],[]
16,"La carta de la Reina de Espadas representa la capacidad de tomar decisiones con sabiduría y determinación, así como la habilidad de liderar y guiar a los demás. En el contexto de Carta de Tierra (Plano material y Recursos), esta combinación de cartas invita a explorar nuestra capacidad para manifestar nuestras aspiraciones en el mundo físico y material a través de la sabiduría y la determinación.

La lectura simbólica y poética de esta pareja de cartas abre la posibilidad de reflexionar sobre nuestra capacidad para manifestar nuestras aspiraciones en el mundo físico y material a través de la sabiduría y la determinación. La Reina de Espadas nos enseña a ser sabias y decididas en nuestras decisiones, mientras que la Tierra nos enseña a ser conscientes de nuestros recursos y cómo los gestionamos.

Esta lectura invita a evaluar nuestra alineación entre nuestras aspiraciones espirituales y nuestras prácticas diarias, y a considerar cómo estamos utilizando nuestra sabiduría y nuestra determinación para crear un mundo más sostenible y equilibrado. Al honrar nuestra conexión con nuestros recursos y nuestra capacidad para tomar decisiones con sabiduría y determinación, podemos desarrollar una mayor comprensión de nuestra capacidad para manifestar nuestras aspiraciones y alcanzar nuestros objetivos a través del liderazgo y la guía.",es,0,206,0,206,0.0,[],[]
17,"La carta de la Reina de Oros representa la capacidad de conectar con nuestros sentimientos más profundos y nuestra sabiduría intuitiva. En el contexto de Carta de Agua (Emociones y Sentimientos), esta combinación de cartas invita a explorar nuestra conexión con nuestros sentimientos y nuestra capacidad para entender y compartirlos con los demás.

La lectura simbólica y poética de esta pareja de cartas abre la posibilidad de reflexionar sobre nuestra capacidad para conectar con nuestros sentimientos y nuestra sabiduría intuitiva. La Reina de Oros nos enseña a ser emocionalmente conscientes y a utilizar nuestra intuición para guiar nuestras decisiones y acciones.

Esta lectura invita a evaluar nuestra alineación entre nuestras aspiraciones espirituales y nuestras prácticas diarias, y a considerar cómo estamos utilizando nuestra conexión con nuestros sentimientos y nuestra sabiduría intuitiva para crear un mundo más sostenible y equilibrado. Al honrar nuestra conexión con nuestros sentimientos y nuestra sabiduría intuitiva, podemos desarrollar una mayor comprensión de nuestra capacidad para conectar con nosotros mismos y los demás, y transformar nuestras vidas a través de la empatía y la comprensión.",es,0,177,1,178,0.0,[],['compartirlos']
18,"La carta del Diez de Copas representa la culminación y el logro alcanzado a través de la perseverancia y la determinación. En el contexto de Carta de Fuego (Impulso y Voluntad), esta combinación de cartas invita a explorar nuestra capacidad para manifestar nuestras aspiraciones a través de la fuerza de voluntad y la determinación.

La lectura simbólica y poética de esta pareja de cartas abre la posibilidad de reflexionar sobre nuestra capacidad para alcanzar nuestros objetivos a través de la perseverancia y la determinación. El Diez de Copas nos enseña a ser persistentes y decididos en nuestras metas, mientras que el Fuego nos enseña a ser conscientes de nuestra fuerza vital y cómo la canalizamos para manifestar nuestras aspiraciones.

Esta lectura invita a evaluar nuestra alineación entre nuestras aspiraciones espirituales y nuestras prácticas diarias, y a considerar cómo estamos utilizando nuestra fuerza de voluntad y nuestra determinación para crear un mundo más sostenible y equilibrado. Al honrar nuestra conexión con nuestra fuerza vital y nuestra determinación, podemos desarrollar una mayor comprensión de nuestra capacidad para alcanzar nuestros objetivos y transformar nuestras vidas.",es,0,181,1,182,0.0,[],['persistentes']
19,"La carta del Cuatro de Copas representa la estabilidad y la seguridad en nuestras relaciones y conexiones con los demás. En el contexto de Carta de Tierra (Plano material y Recursos), esta combinación de cartas invita a explorar nuestra capacidad para manifestar nuestras aspiraciones en el mundo físico y material a través de la estabilidad y la seguridad en nuestras relaciones.

La lectura simbólica y poética de esta pareja de cartas abre la posibilidad de reflexionar sobre nuestra capacidad para manifestar nuestros deseos en el mundo físico y material a través de la estabilidad y la seguridad en nuestras relaciones. El Cuatro de Copas nos enseña a ser confiables y seguros en nuestras conexiones, mientras que la Tierra nos enseña a ser conscientes de nuestros recursos y cómo los gestionamos.

Esta lectura invita a evaluar nuestra alineación entre nuestras aspiraciones espirituales y nuestras prácticas diarias, y a considerar cómo estamos utilizando nuestra estabilidad y seguridad en nuestras relaciones para crear un mundo más sostenible y equilibrado. Al honrar nuestra conexión con nuestros recursos y nuestra capacidad para manifestar nuestros deseos a través de la estabilidad y la seguridad en nuestras relaciones, podemos desarrollar una mayor comprensión de nuestra capacidad para alcanzar nuestros objetivos y transformar nuestras vidas a través de la conexión emocional y la comprensión mutua.",es,0,216,1,217,0.0,[],['confiables']
20,"La carta del Diez de Espadas representa la culminación y el logro alcanzado a través de la perseverancia y la determinación. En el contexto de Carta de Fuego (Impulso y Voluntad), esta combinación de cartas invita a explorar nuestra capacidad para manifestar nuestras aspiraciones a través de la fuerza de voluntad y la determinación.

La lectura simbólica y poética de esta pareja de cartas abre la posibilidad de reflexionar sobre nuestra capacidad para alcanzar nuestros objetivos a través de la perseverancia y la determinación. El Diez de Espadas nos enseña a ser persistentes y decididos en nuestras metas, mientras que el Fuego nos enseña a ser conscientes de nuestra fuerza vital y cómo la canalizamos para manifestar nuestras aspiraciones.

Esta lectura invita a evaluar nuestra alineación entre nuestras aspiraciones espirituales y nuestras prácticas diarias, y a considerar cómo estamos utilizando nuestra fuerza de voluntad y nuestra determinación para crear un mundo más sostenible y equilibrado. Al honrar nuestra conexión con nuestra fuerza vital y nuestra determinación, podemos desarrollar una mayor comprensión de nuestra capacidad para alcanzar nuestros objetivos y transformar nuestras vidas.",es,0,181,1,182,0.0,[],['persistentes']
21,"La carta del As de Copas representa la fuerza y el poder de la amistad, la colaboración y el apoyo mutuo. En el contexto de Carta de Tierra (Plano material y Recursos), esta combinación de cartas invita a explorar nuestra relación con el mundo material y cómo gestionamos nuestros recursos.

La lectura simbólica y poética de esta pareja de cartas abre la posibilidad de reflexionar sobre nuestra capacidad para manifestar nuestras aspiraciones en el mundo físico y material a través de la colaboración y el apoyo mutuo. El As de Copas nos enseña a ser valientes y resilientes en nuestras relaciones, mientras que la Tierra nos enseña a ser conscientes de nuestros recursos y cómo los gestionamos.

Esta lectura invita a evaluar nuestra alineación entre nuestras aspiraciones espirituales y nuestras prácticas diarias, y a considerar cómo estamos utilizando nuestros recursos y nuestra determinación para crear un mundo más sostenible y equilibrado. Al honrar nuestra conexión con el mundo material y nuestros recursos, podemos desarrollar una mayor comprensión de nuestra capacidad para manifestar nuestras aspiraciones y alcanzar nuestros objetivos a través del apoyo y la colaboración con los demás.",es,0,187,1,188,0.0,[],['resilientes']
22,"La carta del Paje de Bastos representa la capacidad de adaptarse a las situaciones cambiantes y la habilidad de encontrar soluciones creativas a los problemas. En el contexto de Carta de Agua (Emociones y Sentimientos), esta carta invita a explorar los sentimientos profundos y las emociones que fluyen constantemente dentro de nosotros. La conexión con nuestras emociones es esencial para el crecimiento personal y la comprensión de nuestra verdadera naturaleza.

La lectura simbólica y poética de esta combinación de cartas esquiza la emoción como un río que nos lleva a través de nuestras vidas, llevándonos a experimentar una amplia gama de sentimientos y conectándonos con nuestro subconsciente. El Paje de Bastos nos enseña a ser flexibles y adaptativos, permitiéndonos navegar a través de las olas emocionales sin ser arrastrados por ellas.

Esta lectura abre la posibilidad de reflexionar sobre nuestras emociones y cómo influyen en nuestras decisiones y relaciones con los demás. Al honrar nuestra sensibilidad emocional, podemos desarrollar una mayor comprensión de nosotros mismos y de los demás, permitiéndonos conectar de manera más profunda y formar relaciones más significativas.

En resumen, la combinación de la carta del Paje de Bastos y el contexto de Carta de Agua invita a explorar nuestras emociones y sentimientos, a ser flexibles y adaptativos en nuestras vidas, y a honrar nuestra sensibilidad emocional como herramienta de conexión y autodescubrimiento.",es,0,217,8,225,0.0,[],"['adaptarse', 'cambiantes', 'esquiza', 'llevándonos', 'conectándonos', 'permitiéndonos', 'permitiéndonos', 'autodescubrimiento']"
23,"La carta de La Fuerza representa el poder interior, la determinación y la capacidad de superar las dificultades. En el contexto de Carta de Tierra (Plano material y Recursos), esta combinación de cartas invita a explorar nuestra relación con el mundo material y cómo gestionamos nuestros recursos.

La lectura simbólica y poética de esta pareja de cartas abre la posibilidad de reflexionar sobre nuestra capacidad para manifestar nuestras aspiraciones en el mundo físico y material. La Fuerza nos enseña a ser determinados y decididos en nuestras metas, mientras que la Tierra nos enseña a ser conscientes de nuestros recursos y cómo los gestionamos.

Esta lectura invita a evaluar nuestra alineación entre nuestras aspiraciones espirituales y nuestras prácticas diarias, y a considerar cómo estamos utilizando nuestros recursos y nuestra determinación para crear un mundo más sostenible y equilibrado. Al honrar nuestra conexión con el mundo material y nuestros recursos, podemos desarrollar una mayor comprensión de nuestra capacidad para manifestar nuestras aspiraciones y alcanzar nuestros objetivos.",es,0,164,0,164,0.0,[],[]
