Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
10,"The Page of Wands, a card of action and new beginnings, symbolizes the potential to channel emotions into productive, transformative acts. In the context of Water, this card suggests a journey of emotional awakening, where one learns to harness their feelings for growth and change. The Page embodies the spirit of adventure and the courage to explore uncharted emotional territories, much like the Water card's invitation to embrace the depths of one's subconscious. This card encourages a quest for self-discovery, where one discovers the power of their emotions to drive meaningful decisions and foster deeper connections with others. It is a reminder that, like the Water card, the Page of Wands invites us to embrace our emotional landscapes, to see them as sources of strength and insight, rather than obstacles.",en,117,16,0,133,0.12,"['a', 'to', 'a', 'to', 'to', 'explore', 'to', 'embrace', 'a', 'to', 'a', 'invites', 'to', 'embrace', 'to', 'as']",[]
11,"Strength, a card of empowerment and resilience, symbolizes the ability to overcome challenges and harness one's inner strength. In the context of Earth, this card suggests a journey of material transformation, where one learns to channel their resources and physical abilities into tangible achievements. The Strength card embodies the spirit of adventure and the courage to explore uncharted territories, much like the Earth card's invitation to embrace the tangible world and its resources. This card encourages a quest for self-discovery, where one discovers the power of their physical and emotional resources to drive meaningful decisions and foster deeper connections with others. It is a reminder that, like the Earth card, the Strength card invites us to embrace our material landscapes, to see them as sources of strength and insight, rather than obstacles.",en,115,20,0,135,0.148,"['a', 'to', 'a', 'material', 'to', 'tangible', 'to', 'explore', 'to', 'embrace', 'tangible', 'a', 'to', 'a', 'invites', 'to', 'embrace', 'material', 'to', 'as']",[]
12,"El Emperador, como un espíritu de autoridad y dominio, se desata en el Agua, reflejando la majestuosidad y la capacidad de control en el mundo emocional. Sus ojos, como dos luces que cortan el agua, brindan una visión de la autoridad que puede surgir de la conexión con la intuición y la empatía. En el Agua, el Emperador encuentra la materialización de sus ideales, revelando secretos que el Agua espejo ha reflejado. Su espíritu se alarga como una brisa que sopla sobre las olas, buscando la dominio que puede surgir de la conexión con el entorno. En el Agua, el Emperador aprende a sumergirse en su propio mundo emocional, a explorar las profundidades de las emociones que lo rodean, y a encontrar la sabiduría que puede ofrecer en la introspección. Su aventura en el Agua es una búsqueda de la autoridad y el control, revelando la belleza que puede surgir de la conexión con el mundo emocional.",es,0,156,1,157,0.0,[],['sumergirse']
13,"La Templanza, como un espíritu de equilibrio y balance, se desata en el Aire, reflejando la calma y la capacidad de reconciliarse en el mundo mental. Sus ojos, como dos luces que cortan el aire, brindan una visión de la armonía que puede surgir de la conexión con la inteligencia y la comunicación. En el Aire, la Templanza encuentra la materialización de sus ideales, revelando secretos que el Aire espejo ha reflejado. Su espíritu se alarga como una brisa que sopla sobre las nubes, buscando la paz que puede surgir de la conexión con el entorno. En el Aire, la Templanza aprende a sumergirse en su propio mundo mental, a explorar las profundidades de las emociones que lo rodean, y a encontrar la sabiduría que puede ofrecer en la introspección. Su aventura en el Aire es una búsqueda de la equilibrio y la reconciliación, revelando la belleza que puede surgir de la conexión con el mundo mental.",es,0,155,2,157,0.0,[],"['reconciliarse', 'sumergirse']"
14,"La Tres de Bastos, como un espíritu de iniciativa y aventura, se desata en la Tierra, reflejando la curiosidad y la capacidad de explorar en el mundo tangible. Sus ojos, como dos luces que cortan el suelo, brindan una visión de la curiosidad que puede surgir de la conexión con la realidad física y la materialización de las ideas. En la Tierra, la Tres de Bastos encuentra la materialización de sus ideales, revelando secretos que la Tierra espejo ha reflejado. Su espíritu se alarga como una brisa que sopla sobre las rocas, buscando la aventura que puede surgir de la conexión con el entorno. En la Tierra, la Tres de Bastos aprende a sumergirse en su propio mundo material, a explorar las profundidades de las emociones que lo rodean, y a encontrar la sabiduría que puede ofrecer en la introspección. Su aventura en la Tierra es una búsqueda de la iniciativa y la aventura, revelando la belleza que puede surgir de la conexión con el mundo tangible.",es,0,166,1,167,0.0,[],['sumergirse']
15,"La Diez de Oros, como un espíritu de abundancia y prosperidad, se desata en la Tierra, reflejando la riqueza y la capacidad de prosperar en el mundo tangible. Sus ojos, como dos luces que cortan el suelo, brindan una visión de la riqueza que puede surgir de la conexión con la realidad física y la materialización de las ideas. En la Tierra, la Diez de Oros encuentra la materialización de sus ideales, revelando secretos que la Tierra espejo ha reflejado. Su espíritu se alarga como una brisa que sopla sobre las rocas, buscando la prosperidad que puede surgir de la conexión con el entorno. En la Tierra, la Diez de Oros aprende a sumergirse en su propio mundo material, a explorar las profundidades de las emociones que lo rodean, y a encontrar la sabiduría que puede ofrecer en la introspección. Su aventura en la Tierra es una búsqueda de la abundancia y la prosperidad, revelando la belleza que puede surgir de la conexión con el mundo tangible.",es,0,166,1,167,0.0,[],['sumergirse']
16,"La Reina de Espadas, como un espíritu de fuerza y determinación, se desata en la Tierra, reflejando la resiliencia y la capacidad de superar las adversidades materiales. Sus ojos, como dos luces que cortan el suelo, brindan una visión de la determinación que puede surgir de la conexión con la realidad física y la materialización de las ideas. En la Tierra, la Reina de Espadas encuentra la materialización de sus ideales, revelando secretos que la Tierra espejo ha reflejado. Su espíritu se alarga como una brisa que sopla sobre las rocas, buscando la fuerza que puede surgir de la conexión con el entorno. En la Tierra, la Reina de Espadas aprende a sumergirse en su propio mundo material, a explorar las profundidades de las emociones que lo rodean, y a encontrar la sabiduría que puede ofrecer en la introspección. Su aventura en la Tierra es una búsqueda de la fuerza y la determinación, revelando la belleza que puede surgir de la conexión con el mundo tangible.",es,0,165,1,166,0.0,[],['sumergirse']
17,"La Reina de Oros, como un espíritu de sabiduría y empatía, se desata en el Agua, reflejando la comprensión y la capacidad de conectar con las profundidades emocionales. Sus ojos, como dos luces que cortan el agua, brindan una visión de la empatía que puede surgir de la conexión con la intuición y la sabiduría. En el Agua, la Reina de Oros encuentra la materialización de sus ideales, revelando secretos que el Agua espejo ha reflejado. Su espíritu se alarga como una brisa que sopla sobre las olas, buscando la sabiduría que puede surgir de la conexión con el entorno. En el Agua, la Reina de Oros aprende a sumergirse en su propio mundo emocional, a explorar las profundidades de las emociones que lo rodean, y a encontrar la sabiduría que puede ofrecer en la introspección. Su aventura en el Agua es una búsqueda de la empatía y la sabiduría, revelando la belleza que puede surgir de la conexión con las emociones más íntimas.",es,0,163,1,164,0.0,[],['sumergirse']
18,"La Diez de Copas, como un espíritu de vida y esperanza, se desata en el Fuego, reflejando la vitalidad y la capacidad de renovarse en el mundo energético. Sus ojos, como dos luces que cortan el fuego, brindan una visión de la alegría que puede surgir de la conexión con la energía y la voluntad. En el Fuego, la Diez de Copas encuentra la materialización de sus ideales, revelando secretos que el Fuego espejo ha reflejado. Su espíritu se alarga como una brisa que sopla sobre las rocas, buscando la alegría que puede surgir de la conexión con el entorno. En el Fuego, la Diez de Copas aprende a sumergirse en su propio mundo energético, a explorar las profundidades de las emociones que lo rodean, y a encontrar la sabiduría que puede ofrecer en la introspección. Su aventura en el Fuego es una búsqueda de la vida y la esperanza, revelando la belleza que puede surgir de la conexión con la energía vital.",es,0,161,2,163,0.0,[],"['renovarse', 'sumergirse']"
19,"La Cuatro de Copas, como un espíritu de paz y equilibrio, se desata en la Tierra, reflejando la calma y la capacidad de reconciliarse en el mundo tangible. Sus ojos, como dos luces que cortan el suelo, brindan una visión de la armonía que puede surgir de la conexión con la realidad física y la materialización de las ideas. En la Tierra, la Cuatro de Copas encuentra la materialización de sus ideales, revelando secretos que la Tierra espejo ha reflejado. Su espíritu se alarga como una brisa que sopla sobre las rocas, buscando la paz que puede surgir de la conexión con el entorno. En la Tierra, la Cuatro de Copas aprende a sumergirse en su propio mundo material, a explorar las profundidades de las emociones que lo rodean, y a encontrar la sabiduría que puede ofrecer en la introspección. Su aventura en la Tierra es una búsqueda de la paz y el equilibrio, revelando la belleza que puede surgir de la conexión con el mundo tangible.",es,0,165,2,167,0.0,[],"['reconciliarse', 'sumergirse']"
20,"La Diez de Espadas, como un espíritu de disciplina y fuerza, se desata en el Fuego, reflejando la determinación y la capacidad de superar las adversidades energéticas. Sus ojos, como dos luces que cortan el fuego, brindan una visión de la resiliencia que puede surgir de la conexión con la voluntad y la energía. En el Fuego, la Diez de Espadas encuentra la materialización de sus ideales, revelando secretos que el Fuego espejo ha reflejado. Su espíritu se alarga como una brisa que sopla sobre las rocas, buscando la fuerza que puede surgir de la conexión con el entorno. En el Fuego, la Diez de Espadas aprende a sumergirse en su propio mundo energético, a explorar las profundidades de las emociones que lo rodean, y a encontrar la sabiduría que puede ofrecer en la introspección. Su aventura en el Fuego es una búsqueda de la disciplina y la fuerza, revelando la belleza que puede surgir de la conexión con la energía vital.",es,0,161,1,162,0.0,[],['sumergirse']
21,"La As de Copas, como un espíritu de vida y esperanza, se desata en la Tierra, reflejando la vitalidad y la capacidad de renovarse en el mundo tangible. Sus ojos, como dos luces que cortan el suelo, brindan una visión de la alegría que puede surgir de la conexión con el cuerpo y la realidad física. En la Tierra, la As de Copas encuentra la materialización de sus ideales, revelando secretos que la Tierra espejo ha reflejado. Su espíritu se alarga como una brisa que sopla sobre las plantas, buscando la alegría que puede surgir de la conexión con el entorno. En la Tierra, la As de Copas aprende a sumergirse en su propio mundo material, a explorar las profundidades de las emociones que lo rodean, y a encontrar la sabiduría que puede ofrecer en la introspección. Su aventura en la Tierra es una búsqueda de la vida y la esperanza, revelando la belleza que puede surgir de la conexión con el mundo tangible.",es,0,162,2,164,0.0,[],"['renovarse', 'sumergirse']"
22,"El Paje de Bastos, como un espíritu de aventura y libertad, se desata en el agua, reflejando la libertad de explorar las profundidades ocultas de la mente y el subconsciente. Sus ojos, como dos luces que cortan el agua, brindan una visión de la empatía y la comprensión que pueden surgir de las emociones más profundas. En el agua, el Paje encuentra la intuición que lo guía a través de las olas, revelando secretos que el Agua espejo ha reflejado. Su espíritu se alarga como una brisa que sopla sobre las olas, buscando la empatía que puede surgir de la conexión con el otro. En el agua, el Paje aprende a sumergirse en su propio mundo emocional, a explorar las profundidades de las emociones que lo rodean, y a encontrar la sabiduría que puede ofrecer en la introspección. Su aventura en el agua es una búsqueda de la empatía y la comprensión, revelando la belleza que puede surgir de las emociones más íntimas.",es,0,162,1,163,0.0,[],['sumergirse']
23,"La Fuerza, como un espíritu de poder y determinación, se alza sobre la Tierra, reflejando la resistencia y la capacidad de superar las adversidades materiales. Sus ojos, como dos luces que cortan el terreno, brindan una visión de la fuerza que puede surgir de la conexión con el cuerpo y la realidad física. En la Tierra, la Fuerza encuentra la materialización de sus ideales, revelando secretos que la Tierra espejo ha reflejado. Su espíritu se alarga como una brisa que sopla sobre las rocas, buscando la fuerza que puede surgir de la conexión con el entorno. En la Tierra, la Fuerza aprende a sumergirse en su propio mundo material, a explorar las profundidades de las emociones que lo rodean, y a encontrar la sabiduría que puede ofrecer en la introspección. Su aventura en la Tierra es una búsqueda de la fuerza y la determinación, revelando la belleza que puede surgir de la conexión con el mundo tangible.",es,0,156,1,157,0.0,[],['sumergirse']
