Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
10,The Water card invites the seeker to explore their emotions and seek deeper understanding. It suggests honoring emotional sensitivity and its impact on decision-making. The card encourages evaluating how emotions influence interactions with others and how they are expressed in daily life. It calls for acknowledging the importance of emotions and how they shape daily experiences. The Water card is a call to honor emotional sensitivity as a tool for connection and self-discovery.,en,66,9,0,75,0.12,"['invites', 'to', 'explore', 'are', 'a', 'to', 'honor', 'as', 'a']",[]
11,"The Earth card represents stability, solidity, and the capacity to sustain life. It invites us to reflect on our relationship with resources and how we manage them. We are called to consider the alignment between our spiritual aspirations and our daily practices. This card challenges us to evaluate our beliefs and emotions, promoting a balanced and sustainable approach that reflects our deepest values.",en,56,7,0,63,0.111,"['to', 'invites', 'to', 'are', 'to', 'to', 'a']",[]
12,"El Emperador representa la autoridad y la autoría, y su carta de Agua se ha convertido en una figura de introspección y exploración. El Agua, en este contexto, simboliza las emociones y la profundidad del subconsciente. El Agua es un espejo, reflejando las emociones internas y las verdades olvidadas. El Agua es esencial para el desarrollo espiritual, permitiendo la conexión con los sentimientos más íntimos y la sabiduría intuitiva. Las emociones, aunque a veces turbulentas, son una fuente vital de información sobre el verdadero ser y las necesidades de uno. Además, el Agua facilita la empatía y la comprensión más profunda, y anima a evaluar cómo estas emociones influyen en la toma de decisiones y en las interacciones con los demás. La carta de Agua es un llamado a honrar la sensibilidad emocional como herramienta de conexión y autodescubrimiento.",es,0,137,2,139,0.0,[],"['íntimos', 'autodescubrimiento']"
13,"El Aire simboliza la función de la mente y la capacidad de comunicación, y sugiere una exploración interna y externo de la claridad mental.",es,0,24,0,24,0.0,[],[]
14,"La Tierra en la carta del Tarot representa la manifestación física y la estabilidad, y su relación con el cuerpo y los recursos. En la Tirada Estrella del Autoconocimiento, esta carta invita a reflexionar sobre cómo interactuamos con el mundo material y cómo gestionamos nuestros recursos. La Tierra nos recuerda de la alineación entre nuestras aspiraciones espirituales y nuestras prácticas diarias, y nos propone una evaluación de la relación con el dinero, la salud y el medio ambiente.",es,0,77,1,78,0.0,[],['autoconocimiento']
15,"La Tierra, en la carta de Oros, simboliza la manifestación física y la estabilidad, y su relación con el cuerpo y los recursos. La Tierra representa la alineación entre nuestras aspiraciones espirituales y nuestras prácticas diarias, y nos invita a reflexionar sobre cómo interactuamos con el mundo material y cómo gestionamos nuestros recursos.",es,0,53,0,53,0.0,[],[]
16,"La Tierra en la carta de Espadas simboliza la manifestación física y la estabilidad, representando la relación con el cuerpo y los recursos. La lectura de la carta implica reflexionar sobre cómo interactuamos con el mundo material y cómo gestionamos nuestros recursos. La Tierra representa la alineación entre nuestras aspiraciones espirituales y nuestras prácticas diarias, y nos invita a considerar la alineación entre nuestras aspiraciones espirituales y nuestras prácticas diarias.",es,0,70,0,70,0.0,[],[]
17,"El Agua, en el Tarot, simboliza la profundidad del subconsciente y las emociones. Este elemento ofrece una lectura simbólica y una exploración de la psique, revelando las verdades internas y las necesidades de uno. La emocionalidad del Agua sugiere un llamado a la introspección y la evaluación de las emociones dominantes en la vida dijáre, y anima a evaluar cómo estas emociones influyen en la toma de decisiones y las interacciones con los demás.",es,0,72,2,74,0.0,[],"['dominantes', 'dijáre']"
18,"El Fuego, una carta del Tarot, simboliza la chispa divina que enciende la motivación y el deseo de manifestar la propia voluntad en el mundo físico. Este poder es el motor detrás de la creatividad, la inspiración y la determinación. La energía del Fuego es tanto destructiva como constructiva, capaz alinear las personas con su impulso y voluntad. La carta de Fuego alude a la necesidad de reconocer y canalizar adecuadamente la fuerza interior.",es,0,73,1,74,0.0,[],['adecuadamente']
19,"La Tierra, en el contexto del Tarot, simboliza la manifestación física y la estabilidad, y su relación con el cuerpo y los recursos. La Tierra representa la alineación entre nuestras aspiraciones espirituales y nuestras prácticas diarias, y nos invita a reflexionar sobre cómo interactuamos con el mundo material y cómo gestionamos nuestros recursos.",es,0,53,0,53,0.0,[],[]
20,"El Fuego, una carta del Tarot, simboliza la chispa divina que enciende la motivación y el deseo de manifestar la propia voluntad en el mundo físico. Este poder es el motor detrás de la creatividad, la inspiración y la determinación. La energía del Fuego es tanto destructiva como constructiva, capaz alinear las personas con su impulso y voluntad. La carta de Fuego alude a la necesidad de reconocer y canalizar adecuadamente la fuerza interior.",es,0,73,1,74,0.0,[],['adecuadamente']
21,La Tierra en la carta As de Copas simboliza la manifestación física y material de las ideas y emociones en formas concretas. Ofrece la oportunidad de considerar la alineación entre nuestras aspiraciones espirituales y nuestras prácticas diarias. Esta carta invita a reflexionar sobre cómo interactuamos con el mundo material y cómo gestionamos nuestros recursos.,es,0,54,0,54,0.0,[],[]
22,"El Agua, en el Tarot, simboliza la profundidad oculta del psique y las emociones compartidas. En este contexto, la carta de Agua invita al buscador a sumergirse en su mundo emocional y explorar las emociones dominantes en la vida diari��ínteractando con los demás. La carta de Agua sugiere introspección para identificar las emociones dominantes y evaluar cómo estas emociones influyen en la toma de decisiones y en las interacciones con los demás.",es,0,68,5,73,0.0,[],"['sumergirse', 'dominantes', 'diari', 'ínteractando', 'dominantes']"
23,"La Tierra, como elemento del Tarot, simboliza la manifestación física y la estabilidad, y su relación con el cuerpo y los recursos. En la Tirada Estrella del Autoconocimiento, esta carta invita a reflexionar sobre cómo interactuamos con el mundo material y cómo gestionamos nuestros recursos. Ofrece la oportunidad de considerar la alineación entre nuestras aspiraciones espirituales y nuestras prácticas diarias. Esta carta desafía al consultante a evaluar su relación con el dinero, la salud y el medio ambiente, promoviendo un enfoque equilibrado y sostenible que refleje sus valores más profundos.",es,0,89,1,90,0.0,[],['autoconocimiento']
