Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
10,"The water swirls, a restless, shimmering expanse. It pulls, it pushes, revealing hidden currents beneath the surface. A single drop, reflecting a distant shore, hints at a longing for something beyond the immediate.  A gentle current flows, carrying a weight – perhaps a forgotten memory or a buried desire.  The surface shimmers, revealing glimpses of a landscape both familiar and profoundly strange.  It speaks of a profound connection, a resonance with the unseen world within.  Allow the water to wash over you, to reveal the echoes of your own heart.  It is a journey into the depths, a moment of quiet contemplation where truth emerges, shimmering and translucent.",en,86,20,1,107,0.187,"['a', 'a', 'single', 'a', 'a', 'a', 'a', 'a', 'a', 'buried', 'a', 'familiar', 'a', 'a', 'to', 'to', 'echoes', 'a', 'a', 'emerges']",['swirls']
11,"The earth breathes a quiet strength, a grounding presence amidst swirling currents. It holds the weight of experience, the solid foundation upon which you build your reality. A slow, deliberate unfolding, a harvest of potential waiting to be nurtured.  Look closely at the roots – the connections you forge with yourself and the world around you.  The earth whispers of resilience, of weathering storms and enduring through the shifting sands of time.  It demands a careful consideration of the resources you offer, the balance you maintain.  A quiet assertion of self, a steadfast commitment to the tangible, reveals a profound understanding of your own power.  Let the earth’s steady rhythm guide you toward a harmonious convergence of your spirit and the world you inhabit.",en,106,18,0,124,0.145,"['a', 'a', 'solid', 'reality', 'a', 'a', 'to', 'be', 'look', 'time', 'a', 'balance', 'a', 'a', 'to', 'tangible', 'a', 'a']",[]
12,"El Emperador se alza, un gigante de agua que se abre paso a través de la superficie.  Una fuerza inmensa, pero también una profunda quietud.  Observa cómo el agua fluye, no con una dirección definida, sino con una danza constante.  En su interior, se vislumbran las olas de la memoria, las corrientes de la intuición que te llevan a la raíz de tus sentimientos.  Un peso, quizás, o una promesa.  El Emperador te invita a dejar que el agua te guíe, a dejar que las profundidades se revelen, a que la verdad que se esconde en tu ser se manifieste.  Permite que la empatía te impulse, y que la comprensión de tus emociones te permita navegar con mayor sabiduría.",es,0,119,0,119,0.0,[],[]
13,"El aire se desliza, un delicado equilibrio entre la luz y la sombra. Una danza silenciosa de ideas, un flujo constante que te invita a observar la forma en que te comunicas.  La templanza no es la ausencia de movimiento, sino la capacidad de navegar por las corrientes de tu mente con una precisión sutil.  Es la invitación a escuchar no solo con los oídos, sino con el corazón, a comprender las resonancias que emanan de tus palabras.  Un espacio donde la verdad se revela, no a través de la fuerza, sino a través de la paciencia y la comprensión.  Permite que el aire te guíe hacia la armonía, revelando la belleza en la quietud.",es,0,115,0,115,0.0,[],[]
14,"El Tres de Bastos se abre paso en un terreno de tierra fértil, un lugar donde la manifestación se vuelve palpable. Una chispa de energía, un deseo arraigado, se eleva hacia la superficie, buscando su lugar en el mundo.  La tierra, aunque sólida, está en constante transformación, un proceso de creación y desmantelamiento.  La carta te invita a mirar más allá de lo superficial, a comprender cómo tus aspiraciones se materializan en la vida cotidiana.  La conexión con tus recursos, con el cuerpo y con el entorno, es crucial.  La manifestación de tus deseos, aunque tangible, requiere un equilibrio delicado, una armonía entre lo material y lo espiritual.  La tierra te muestra la posibilidad de un crecimiento profundo, pero la clave está en la sabiduría que se deriva de la tierra misma.",es,0,132,0,132,0.0,[],[]
15,"El Diez de Oros se abre con una profunda resonancia de la tierra, un peso tangible que se siente en el corazón. Una manifestación de la promesa cumplida, pero con una sombra que se cierne.  La tierra se extiende, pero no sin un desafío.  Una fuerza poderosa, quizás un deseo arraigado, se manifiesta en la forma de un tesoro, pero la riqueza no es la recompensa, sino la base sobre la que se construye.  La manifestación se siente sólida, pero la tierra misma, en su interior, anhela un cambio.  La carta te invita a mirar más allá de la superficie, a comprender que la verdadera prosperidad reside en la armonía entre lo material y lo espiritual.",es,0,116,0,116,0.0,[],[]
16,"La Reina de Espadas se alza, un faro de decisión en la tierra.  Una fuerza inquebrantable, pero con una mirada que observa la sombra.  Su poder reside en la manifestación, en la creación de la realidad a partir de lo tangible.  Una inversión de la confianza, un paso firme hacia lo que se puede ver y sentir.  Pero, ¿qué es lo que se está construyendo?  ¿Es la propia esencia, o una ilusión que se materializa?  La tierra te llama a examinar la conexión entre tu interior y el mundo exterior, a discernir si tus aspiraciones se sostienen en la realidad o en la mera ilusión.  La Reina te invita a tomar control de tu camino, a que la tierra te guíe hacia la verdad, aunque sea a través de la sombra.",es,1,130,0,131,0.008,['si'],[]
17,"La Reina de Oros se abre paso en la superficie, un faro de luz que revela la profundidad de un océano interior.  Un velo de calma se extiende sobre el flujo, pero bajo la superficie, un torbellino de emociones se manifiesta.  La intuición, como una brisa salada, acaricia la verdad, pero la verdad, a su vez, se revela con una claridad inesperada.  Un espejo que refleja no solo la apariencia, sino también las sombras que se esconden en el corazón.  La Reina se siente atraída por la fuerza de la emoción, pero también por su capacidad de transformar.  La pregunta que se plantea es: ¿qué se encuentra en el fondo de este océano?  ¿Qué se puede aprender al sumergirse en las profundidades de la propia experiencia?",es,0,125,1,126,0.0,[],['sumergirse']
18,"El fuego se abre, un destello de potencial que se libera. Una llama que se alimenta de la propia voluntad, un torbellino de energía que busca su camino.  La fuerza que se impulsa, un río que fluye hacia adelante,  despeja lo que ya no sirve,  y  crea espacio para lo nuevo.  Un fuego que se alimenta de la propia esencia,  un despertar de la propia capacidad.  La decisión de  la llama es tu propia historia,  y  la transformación que se produce es la propia creación.",es,0,85,0,85,0.0,[],[]
19,"El Cuatro de Copas se abre paso con una promesa de materialización. Una flor florece en la tierra, un brote de energía que se extiende hacia el cielo. La tierra, un lienzo en blanco, recibe la chispa de una visión.  La manifestación de tus deseos, un camino trazado con cuidado, se materializa en la realidad.  La flor, un símbolo de abundancia, se extiende hacia el sol, un recordatorio de que la belleza reside en la creación.  Pero, ¿qué tan profundo es el suelo bajo tus pies?  La tierra te invita a examinar la conexión entre tus aspiraciones y el mundo que te rodea, a discernir si la flor que deseas está cultivada con la misma atención que la tierra misma.",es,1,119,0,120,0.008,['si'],[]
20,"El fuego arde, pero no consume. Una llama que se eleva, impulsada por un deseo profundo, pero con la firmeza de la voluntad.  Un destello de poder, una chispa que se libera,  desafiando lo establecido.  La energía se libera,  desprendiendo un nuevo camino.  La verdad se revela en la destrucción de lo viejo,  un espacio para la creación.  La fuerza interior,  una llama que se alimenta,  se transforma en la propia esencia.  El camino se abre,  una nueva forma de ser.",es,0,81,0,81,0.0,[],[]
21,"La tierra se abre, un abrazo de barro y silencio.  Una flor que se abre, revelando un potencial oculto bajo la superficie.  El peso de las raíces se siente, un compromiso con lo que es sólido y arraigado.  Pero, ¿qué se encuentra en la cima?  Una sombra se alza, un deseo que se materializa, un sueño que se convierte en realidad.  La tierra te ofrece un lienzo, un espacio para que la manifestación se forme, pero la verdadera belleza reside en la armonía entre lo tangible y lo intangible.  La clave está en la conexión, en la comprensión de que la tierra no es solo un lugar, sino la base de tu alma.",es,0,113,0,113,0.0,[],[]
22,"El agua fluye, un torrente silencioso que se abre paso a través de la roca. Una melodía de reflejos se revela, un eco de lo que se ha ocultado.  La profundidad se revela, no en la superficie, sino en el corazón mismo.  Un espejo que muestra las aguas que se acumulan, las que no se pueden ver.  La intuición se abre paso, guiando el camino a través de la confusión.  El alma se siente, se pregunta, se conecta con la esencia de lo que es.  La verdad, en su forma más pura, se encuentra en la comprensión de la fluidez, en la aceptación de las olas que nos llevan.",es,0,109,0,109,0.0,[],[]
23,"La Fuerza se abre como un río de piedra, un camino que se adentra en la tierra.  Una presencia sólida, pero con la promesa de un cambio profundo.  La energía se manifiesta en la forma de un árbol, fuerte y resistente, pero también vulnerable a la tormenta.  El peso de las expectativas, el material de la vida, se siente en la tierra, pero la fuerza reside en la capacidad de moldearla.  Un sol que se filtra a través de la corteza, revelando la promesa de un crecimiento que requiere paciencia y respeto.  La tierra te llama a conectar con lo que es, y a dejar que la manifestación se haga.",es,0,109,1,110,0.0,[],['moldearla']
