Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
10,"The Page of Wands, with its connection to the Water element, represents a time of exploration and discovery within the emotional realm. This card invites you to delve into the depths of your feelings, seeking hidden truths and understanding the impact of your emotions on your daily life. As you navigate the waters of your inner world, remember to honor your emotional sensitivity as a tool for connection and self-discovery. Embrace the flow of emotions and allow them to guide you on your journey of self-awareness and growth.",en,78,12,0,90,0.133,"['to', 'a', 'time', 'invites', 'to', 'as', 'to', 'honor', 'as', 'a', 'embrace', 'to']",[]
11,"The Strength card, in its connection to the Earth element, signifies a time of grounding and stability within the material realm. As you navigate the terrain of your physical world, remember to cultivate a balanced and sustainable approach to your resources and environment. Embrace the nurturing aspect of Earth, allowing it to support and sustain your growth. Strength invites you to reflect on your relationship with the material plane, considering how your spiritual aspirations align with your daily practices. In this journey, may you find harmony between your inner and outer worlds, fostering a sense of stability and fulfillment.",en,84,15,0,99,0.152,"['to', 'a', 'time', 'material', 'as', 'to', 'a', 'to', 'embrace', 'to', 'invites', 'to', 'material', 'plane', 'a']",[]
12,"La carta del Emperador representa un fuerte deseo de tomar el control de nuestra vida y de manifestar nuestras metas en acciones y manifestaciones físicas en formas concretas, incluyendo a través de la interacción y la gestión de nuestras emociones. La emociones son esencial para sostener y nutrir la vida, proporcion y gestion de nuestras acciones y decisiones. La emociones son esencial para comprender cómo de información y sus emociones se traducen en acciones y decisiones. La emociones, como parte de gestion de manera en la desgloses de efecto y se vuelven en formas concretas y se vuelven más en acciones y decisiones.",es,2,100,1,103,0.019,"['gestion', 'gestion']",['proporcion']
13,"La carta de Aire est a laz de laz de oxé, en la carta de laz de laz de oxígena de laz de oxí en laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de laz de oxígen de la",es,89,186,87,362,0.246,"['laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz', 'laz']","['est', 'oxígena', 'oxí', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen', 'oxígen']"
14,"La carta del Tres de Bastos representa un fuerte deseo de conectar con nuestros sentimientos y emociones, y de manifestar nuestra verdadera naturaleza en el mundo material. En el contexto de la Carta de Tierra, el Tres de Bastos nos llama a sumergirnos en nuestro mundo emocional y a explorar nuestros sentimientos y conexiones con los demás.

Esta carta nos enseña a ser conscientes de nuestras emociones y a utilizar nuestra sensibilidad emocional como herramienta de conexión y autodescubrimiento. Al mismo tiempo, nos recuerda la importancia de mantener un equilibrio entre nuestras emociones y nuestras acciones cotidianas.

La lectura simbólica y poética de esta combinación de cartas nos enseña a valorar nuestra conexión con el mundo material y a comprender cómo nuestras emociones y conexiones con los demás se traducen en acciones y resultados concretos. Al reflexionar sobre nuestra relación con el plano material y cómo gestionamos nuestras emociones y conexiones, podemos alcanzar un equilibrio sostenible y alineado con nuestros valores más profundos.",es,0,161,2,163,0.0,[],"['sumergirnos', 'autodescubrimiento']"
15,"La carta del Diez de Oros representa un fuerte deseo de tomar el control de nuestra vida y de manifestar nuestras intenciones en el mundo material. En el contexto de la Carta de Tierra, el Diez de Oros nos llama a enfocarnos en la acción y la realización de nuestras metas, a través de la interacción con nuestro entorno y la gestión de nuestros recursos.

Esta carta nos enseña a ser proactivos y a tomar decisiones basadas en nuestras aspiraciones y valores, mientras nos enfrentamos a los desafíos del mundo material. Al mismo tiempo, nos recuerda la importancia de mantener un equilibrio entre nuestras aspiraciones espirituales y nuestras acciones cotidianas.

La lectura simbólica y poética de esta combinación de cartas nos enseña a valorar nuestra conexión con el mundo material y a comprender cómo nuestras emociones y creencias se traducen en acciones y resultados concretos. Al reflexionar sobre nuestra relación con el plano material y cómo gestionamos nuestros recursos, podemos alcanzar un equilibrio sostenible y alineado con nuestros valores más profundos.",es,0,170,1,171,0.0,[],['enfocarnos']
16,"La carta de la Reina de Espadas representa un fuerte deseo de tomar el control de nuestra vida y de manifestar nuestras intenciones en el mundo material. En el contexto de la Carta de Tierra, la Reina de Espadas nos llama a enfocarnos en la acción y la realización de nuestras metas, a través de la interacción con nuestro entorno y la gestión de nuestros recursos.

Esta carta nos enseña a ser proactivos y a tomar decisiones basadas en nuestras aspiraciones y valores, mientras nos enfrentamos a los desafíos del mundo material. Al mismo tiempo, nos recuerda la importancia de mantener un equilibrio entre nuestras aspiraciones espirituales y nuestras acciones cotidianas.

La lectura simbólica y poética de esta combinación de cartas nos enseña a valorar nuestra conexión con el mundo material y a comprender cómo nuestras emociones y creencias se traducen en acciones y resultados concretos. Al reflexionar sobre nuestra relación con el plano material y cómo gestionamos nuestros recursos, podemos alcanzar un equilibrio sostenible y alineado con nuestros valores más profundos.",es,0,171,1,172,0.0,[],['enfocarnos']
17,"La carta de la Reina de Oros representa un fuerte deseo de conectar con nuestros sentimientos y emociones, y de manifestar nuestra verdadera naturaleza en el mundo material. En el contexto de la Carta de Agua, la Reina de Oros nos llama a sumergirnos en nuestro mundo emocional y a explorar nuestros sentimientos y conexiones con los demás.

Esta carta nos enseña a ser conscientes de nuestras emociones y a utilizar nuestra sensibilidad emocional como herramienta de conexión y autodescubrimiento. Al mismo tiempo, nos recuerda la importancia de mantener un equilibrio entre nuestras emociones y nuestras acciones cotidianas.

La lectura simbólica y poética de esta combinación de cartas nos enseña a valorar nuestra conexión con el mundo material y a comprender cómo nuestras emociones y conexiones con los demás se traducen en acciones y resultados concretos. Al reflexionar sobre nuestra relación con el plano material y cómo gestionamos nuestras emociones y conexiones, podemos alcanzar un equilibrio sostenible y alineado con nuestros valores más profundos.",es,0,162,2,164,0.0,[],"['sumergirnos', 'autodescubrimiento']"
18,"La carta del Diez de Copas representa un fuerte impulso y voluntad para tomar el control de nuestra vida y manifestar nuestras intenciones en el mundo material. En el contexto de la Carta de Fuego, el Diez de Copas nos llama a enfocarnos en la acción y la realización de nuestras metas, a través de la expresión de nuestra fuerza vital y la canalización de nuestra energía interior.

Esta carta nos enseña a ser proactivos y a tomar decisiones basadas en nuestras aspiraciones y valores, mientras nos enfrentamos a los desafíos del mundo material. Al mismo tiempo, nos recuerda la importancia de reconocer y canalizar adecuadamente la fuerza interior que nos impulsa a manifestar nuestras intenciones.

La lectura simbólica y poética de esta combinación de cartas nos enseña a valorar nuestra conexión con el mundo material y a comprender cómo nuestra energía y voluntad se traducen en acciones y resultados concretos. Al reflexionar sobre nuestra relación con el plano material y cómo gestionamos nuestra energía y fuerza vital, podemos alcanzar un equilibrio sostenible y alineado con nuestros valores más profundos.",es,0,178,2,180,0.0,[],"['enfocarnos', 'adecuadamente']"
19,"La carta del Cuatro de Copas representa un fuerte deseo de conectar con nuestros sentimientos y emociones, y de manifestar nuestra verdadera naturaleza en el mundo material. En el contexto de la Carta de Tierra, el Cuatro de Copas nos llama a sumergirnos en nuestro mundo emocional y a explorar nuestros sentimientos y conexiones con los demás.

Esta carta nos enseña a ser conscientes de nuestras emociones y a utilizar nuestra sensibilidad emocional como herramienta de conexión y autodescubrimiento. Al mismo tiempo, nos recuerda la importancia de mantener un equilibrio entre nuestras emociones y nuestras acciones cotidianas.

La lectura simbólica y poética de esta combinación de cartas nos enseña a valorar nuestra conexión con el mundo material y a comprender cómo nuestras emociones y conexiones con los demás se traducen en acciones y resultados concretos. Al reflexionar sobre nuestra relación con el plano material y cómo gestionamos nuestras emociones y conexiones, podemos alcanzar un equilibrio sostenible y alineado con nuestros valores más profundos.",es,0,161,2,163,0.0,[],"['sumergirnos', 'autodescubrimiento']"
20,"La carta del Diez de Espadas representa un fuerte impulso y voluntad para tomar el control de nuestra vida y manifestar nuestras intenciones en el mundo material. En el contexto de la Carta de Fuego, el Diez de Espadas nos llama a enfocarnos en la acción y la realización de nuestras metas, a través de la expresión de nuestra fuerza vital y la canalización de nuestra energía interior.

Esta carta nos enseña a ser proactivos y a tomar decisiones basadas en nuestras aspiraciones y valores, mientras nos enfrentamos a los desafíos del mundo material. Al mismo tiempo, nos recuerda la importancia de reconocer y canalizar adecuadamente la fuerza interior que nos impulsa a manifestar nuestras intenciones.

La lectura simbólica y poética de esta combinación de cartas nos enseña a valorar nuestra conexión con el mundo material y a comprender cómo nuestra energía y voluntad se traducen en acciones y resultados concretos. Al reflexionar sobre nuestra relación con el plano material y cómo gestionamos nuestra energía y fuerza vital, podemos alcanzar un equilibrio sostenible y alineado con nuestros valores más profundos.",es,0,178,2,180,0.0,[],"['enfocarnos', 'adecuadamente']"
21,"La carta del As de Copas representa un fuerte deseo de tomar el control de nuestra vida y de manifestar nuestras intenciones en el mundo material. En el contexto de la Carta de Tierra, el As de Copas nos llama a enfocarnos en la acción y la realización de nuestras metas, a través de la interacción con nuestro entorno y la gestión de nuestros recursos.

Esta carta nos enseña a ser proactivos y a tomar decisiones basadas en nuestras aspiraciones y valores, mientras nos enfrentamos a los desafíos del mundo material. Al mismo tiempo, nos recuerda la importancia de mantener un equilibrio entre nuestras aspiraciones espirituales y nuestras acciones cotidianas.

La lectura simbólica y poética de esta combinación de cartas nos enseña a valorar nuestra conexión con el mundo material y a comprender cómo nuestras emociones y creencias se traducen en acciones y resultados concretos. Al reflexionar sobre nuestra relación con el plano material y cómo gestionamos nuestros recursos, podemos alcanzar un equilibrio sostenible y alineado con nuestros valores más profundos.",es,0,170,1,171,0.0,[],['enfocarnos']
22,"La carta del Paje de Bastos representa un viaje emocional y la búsqueda de conocimientos ocultos. Este personaje está en constante movimiento, buscando nuevas experiencias y conectando con su interior. En el contexto de la Carta de Agua, el Paje de Bastos se sumerge en el flujo de emociones y profundidades del subconsciente, explorando sus sentimientos y conectando con su verdadero ser.

Este viaje emocional es turbulento y lleno de descubrimientos, pero al mismo tiempo, permite al Paje de Bastos desarrollar una mayor comprensión de sí mismo y sus emociones. La conexión con el agua y la intuición le brinda la capacidad de empatizar con los demás, compartiendo sus experiencias y sentimientos.

La lectura simbólica y poética de esta carta invita al buscador a sumergirse en su mundo emocional y a explorar sus propios sentimientos. Al hacerlo, descubrirá más sobre sí mismo y cómo las emociones influyen en su vida diaria y en sus decisiones. La Carta de Agua y el Paje de Bastos nos enseñan a valorar nuestra sensibilidad emocional como una herramienta de conexión y autodescubrimiento.",es,0,175,3,178,0.0,[],"['sumergirse', 'hacerlo', 'autodescubrimiento']"
23,"La carta de La Fuerza representa un fuerte deseo de tomar el control de nuestra vida y de manifestar nuestras intenciones en el mundo material. En el contexto de la Carta de Tierra, La Fuerza nos llama a enfocarnos en la acción y la realización de nuestras metas, a través de la interacción con nuestro entorno y la gestión de nuestros recursos.

Esta carta nos enseña a ser proactivos y a tomar decisiones basadas en nuestras aspiraciones y valores, mientras nos enfrentamos a los desafíos del mundo material. Al mismo tiempo, nos recuerda la importancia de mantener un equilibrio entre nuestras aspiraciones espirituales y nuestras acciones cotidianas.

La lectura simbólica y poética de esta combinación de cartas nos enseña a valorar nuestra conexión con el mundo material y a comprender cómo nuestras emociones y creencias se traducen en acciones y resultados concretos. Al reflexionar sobre nuestra relación con el plano material y cómo gestionamos nuestros recursos, podemos alcanzar un equilibrio sostenible y alineado con nuestros valores más profundos.",es,0,167,1,168,0.0,[],['enfocarnos']
