Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
10,"The Page of Wands, when encountered in the context of Water, reveals a mirror-like reflection of your emotional landscape. It invites you to explore the depths of your feelings, much like diving into the ocean of emotions. This card encourages you to embrace your vulnerabilities and to understand that each emotion is a unique message from your subconscious. It prompts you to listen to the whispers of your heart, to embrace the fluidity of your emotions, and to find the strength in your ability to express and connect with others through empathy. This reading suggests that the journey of self-discovery is a dance of emotions, where each wave of feeling is a step closer to understanding the essence of your soul.",en,103,20,0,123,0.163,"['a', 'invites', 'to', 'explore', 'to', 'embrace', 'to', 'a', 'to', 'listen', 'to', 'to', 'embrace', 'to', 'to', 'a', 'dance', 'a', 'to', 'soul']",[]
11,"The Strength card, when interpreted in the context of Earth, reveals a powerful guardian of stability and resilience. This card embodies the unwavering determination to overcome challenges and harness resources for growth. It symbolizes the strength to endure hardship and the ability to find strength in the very essence of one's being. This reading suggests that true strength lies in the capacity to endure and overcome obstacles, much like the earth that remains steadfast through the harshest of seasons. It encourages the individual to embrace their physical and emotional resources, to cultivate resilience, and to find the strength within to weather any storm. This card invites a journey of self-discovery, where the individual discovers their own inner strength and the resources they possess to overcome any challenge.",en,111,18,0,129,0.14,"['a', 'to', 'to', 'endure', 'to', 'true', 'to', 'endure', 'individual', 'to', 'embrace', 'to', 'to', 'to', 'invites', 'a', 'individual', 'to']",[]
12,"Como un lector de tarot, veo que la carta de El Emperador, junto con el tema de Agua, refleja un viaje hacia la introspección y la conexión emocional. Este traje simboliza el poder y la autoridad que nos permite superar adversidades y alcanzar objetivos. El agua, como un espejo, revela las profundidades ocultas de nuestro psique, invitando a sumergirse en las emociones y las necesidades más íntimas. Este viaje nos alinea con la sabiduría intuitiva que nos permite conectar con nuestras propias emociones y las de los demás, facilitando una comprensión más profunda de nuestras experiencias y sentimientos compartidos. La carta de El Emperador y el Agua juntos nos invitan a honrar la sensibilidad emocional como un puente hacia el autodescubrimiento y la conexión con uno mismo y con los demás.",es,0,129,2,131,0.0,[],"['sumergirse', 'autodescubrimiento']"
13,"Como un lector de tarot, veo que la carta de La Templanza, junto con el tema de Aire, refleja un viaje hacia la claridad mental y la comunicación interna y externa. Este traje simboliza la regina de la disciplina y la autocontrol, representando la capacidad de mantener el equilibrio y la compostura en el pensamiento y las acciones. El Aire, como un aliento vital, representa la comunicación y la transmisión de ideas, facilitando la conexión con la sabiduría superior y la absorción de influencias espirituales. Este viaje nos invita a explorar cómo nuestros pensamientos y palabras moldean la realidad personal, fomentando un entendimiento más profundo de uno mismo y del entorno a través de la claridad mental y la comunicación clara. La carta de La Templanza y el Aire juntos nos prometen un enfoque hacia la disciplina y la autocontrol que refleja la necesidad de una comunicación clara tanto interna como externamente, conduciendo a un entendimiento más profundo y equilibrado.",es,0,159,1,160,0.0,[],['regina']
14,"Como un lector de tarot, veo que la carta de Tres de Bastos, junto con el tema de Tierra, refleja un viaje hacia la manifestación física y la realidad tangible. Este traje simboliza el poder y la determinación que nos permiten superar adversidades y alcanzar objetivos. La Tierra, como un terreno fértil, representa el punto final en el descenso del espíritu hacia la materia, donde nuestras creencias y emociones se traducen en acciones y manifestaciones físicas. Este viaje nos invita a considerar cómo nuestras prácticas diarias y recursos materiales se alinean con nuestras aspiraciones espirituales, evaluando nuestra relación con el dinero, la salud y el medio ambiente. La carta de Tierra y el Tres de Bastos juntos nos prometen un enfoque equilibrado y sostenible que refleje nuestros valores más profundos y espirituales, fomentando el crecimiento y la realización personal.",es,0,139,0,139,0.0,[],[]
15,"Como un lector de tarot, veo que la carta de Diez de Oros, junto con el tema de Tierra, refleja un viaje hacia la manifestación física y la realidad tangible. Este traje simboliza el poder y la determinación que nos permiten superar adversidades y alcanzar objetivos. La Tierra, como un terreno fértil, representa el punto final en el descenso del espíritu hacia la materia, donde nuestras creencias y emociones se traducen en acciones y manifestaciones físicas. Este viaje nos invita a considerar cómo nuestras prácticas diarias y recursos materiales se alinean con nuestras aspiraciones espirituales, evaluando nuestra relación con el dinero, la salud y el medio ambiente. La carta de Tierra y el Diez de Oros juntos nos prometen un enfoque equilibrado y sostenible que refleje nuestros valores más profundos y espirituales, fomentando el crecimiento y la realización personal.",es,0,139,0,139,0.0,[],[]
16,"Como un lector de tarot, veo que la carta de Reina de Espadas, junto con el tema de Tierra, refleja un viaje hacia la manifestación física y la realidad tangible. Esta carta simboliza la regina de las artes y la sabiduría, representando el poder y la belleza en el juego de las oraciones. La Tierra, como un terreno fértil, representa el punto final en el descenso del espíritu hacia la materia, donde nuestras creencias y emociones se traducen en acciones y manifestaciones físicas. Este viaje nos invita a considerar cómo nuestras prácticas diarias y recursos materiales se alinean con nuestras aspiraciones espirituales, evaluando nuestra relación con el dinero, la salud y el medio ambiente. La Reina de Espadas y la Tierra juntos nos prometen un enfoque equilibrado y sostenible que refleje nuestros valores más profundos y espirituales, fomentando el crecimiento y la realización personal.",es,0,142,2,144,0.0,[],"['regina', 'artes']"
17,"Como un lector de tarot, veo que la carta de Reina de Oros, junto con el tema de Agua, refleja un viaje hacia la introspección y la conexión emocional. Esta carta simboliza la regina de las artes y la sabiduría, representando el poder y la belleza en el juego de las oraciones. El agua, como un espejo, revela las profundidades ocultas de nuestro psique, invitando a sumergirse en las emociones y las necesidades más íntimas. Este viaje nos alinea con la sabiduría intuitiva que nos permite conectar con nuestras propias emociones y las de los demás, facilitando una comprensión más profunda de nuestras experiencias y sentimientos compartidos. La Reina de Oros y el Agua juntos nos invitan a honrar la sensibilidad emocional como un puente hacia el autodescubrimiento y la conexión con uno mismo y con los demás.",es,0,134,4,138,0.0,[],"['regina', 'artes', 'sumergirse', 'autodescubrimiento']"
18,"Como un lector de tarot, veo que la carta de Diez de Copas, junto con el tema de Fuego, refleja un viaje hacia el poder y la transformación. Este traje simboliza el poder y la determinación que nos permiten superar adversidades y alcanzar objetivos. El Fuego, como una chispa divina, representa la fuerza vital que impulsa la acción y el cambio. Este viaje nos invita a reconocer y canalizar adecuadamente la fuerza interior, considerando cómo nuestras acciones y decisiones se alinean con un propósito superior. La carta de Fuego nos alinea con la necesidad de reconocer y alinear nuestros deseos auténticos con un propósito superior, invitando a usar nuestro poder interior de forma consciente y deliberada, fomentando el crecimiento personal y la transformación.",es,0,122,1,123,0.0,[],['adecuadamente']
19,"Como un lector de tarot, veo que la carta de Cuatro de Copas, junto con el tema de Tierra, refleja un viaje hacia la manifestación física y la realidad tangible. Este traje simboliza el poder y la determinación que nos permiten superar adversidades y alcanzar objetivos. La Tierra, como un terreno fértil, representa el punto final en el descenso del espíritu hacia la materia, donde nuestras creencias y emociones se traducen en acciones y manifestaciones físicas. Este viaje nos invita a considerar cómo nuestras prácticas diarias y recursos materiales se alinean con nuestras aspiraciones espirituales, evaluando nuestra relación con el dinero, la salud y el medio ambiente. La carta de Tierra y el Cuatro de Copas juntos nos prometen un enfoque equilibrado y sostenible que refleje nuestros valores más profundos y espirituales, fomentando el crecimiento y la realización personal.",es,0,139,0,139,0.0,[],[]
20,"Como un lector de tarot, veo que la carta de Diez de Espadas, junto con el tema de Fuego, refleja un viaje hacia el poder y la transformación. Este traje simboliza el poder y la determinación que nos permiten superar adversidades y alcanzar objetivos. El Fuego, como una chispa divina, representa la fuerza vital que impulsa la acción y el cambio. Este viaje nos invita a reconocer y canalizar adecuadamente la fuerza interior, considerando cómo nuestras acciones y decisiones se manifiestan en el mundo físico. La carta de Fuego nos alinea con un propósito superior, invitando a reconocer y alinear nuestros deseos auténticos con un propósito superior. Este viaje nos invita a usar nuestro poder interior de forma consciente y deliberada, fomentando el crecimiento personal y la transformación.",es,0,127,1,128,0.0,[],['adecuadamente']
21,"Como un lector de tarot, veo que la carta de As de Copas, junto con el tema de Tierra, refleja un viaje hacia la manifestación física y la realidad tangible. Este traje simboliza el poder y el triunfo en el juego de las copas, representando el triunfo sobre adversidades y el logro de objetivos. La Tierra, como un terreno fértil, representa el punto final en el descenso del espíritu hacia la materia, donde nuestras creencias y emociones se traducen en acciones y manifestaciones físicas. Este viaje nos invita a reflexionar sobre cómo interactuamos con el mundo material y cómo gestionamos nuestros recursos, evaluando nuestra relación con el dinero, la salud y el medio ambiente. El As de Copas y la Tierra juntos nos ayudan a mantener el equilibrio y promover un enfoque sostenible que refleje nuestros valores más profundos y espirituales.",es,0,141,0,141,0.0,[],[]
22,"Como un lector de tarot, veo que la carta de la Página de Bastos, junto con el tema de Agua, refleja un viaje introspective a través de las emociones y el subconsciente. Esta carta, como un espejo, revela las profundidades ocultas de tu psique, mostrando cómo tus sentimientos y emociones turbulentas pueden ser una fuente vital de información sobre el verdadero ser y las necesidades más íntimas. El agua, con su capacidad de empatía y conexión, te invita a sumergirte en tus propios sentimientos, explorando y comprendiendo mejor tus emociones dominantes y cómo estas influen en tus decisiones y relaciones con los demás. Este viaje es una oportunidad para honrar la sensibilidad emocional como un puente hacia el autodescubrimiento y la conexión con uno mismo y con los demás.",es,1,124,4,129,0.008,['introspective'],"['sumergirte', 'dominantes', 'influen', 'autodescubrimiento']"
23,"Como un lector de tarot, veo que la carta de La Fuerza, junto con el tema de Tierra, refleja un viaje hacia la manifestación física y la realidad tangible. Esta carta simboliza el poder y la determinación que nos permiten superar adversidades y alcanzar objetivos. La Tierra, como un terreno fértil, representa el punto final en el descenso del espíritu hacia la materia, donde nuestras creencias y emociones se traducen en acciones y manifestaciones físicas. Este viaje nos invita a reflexionar sobre cómo interactuamos con el mundo material y cómo gestionamos nuestros recursos, evaluando nuestra relación con el dinero, la salud y el medio ambiente. La fuerza y la determinación que representamos nos ayudan a mantener el equilibrio y promover un enfoque sostenible que refleje nuestros valores más profundos y espirituales.",es,0,131,0,131,0.0,[],[]
