Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
10,"A hidden current beneath the surface stirs, a whisper of unseen tides shaping the contours of the soul. The mirror of the heart reflects not just what is seen, but the depths where intuition and feeling entwine, guiding the unseen path. A river of emotion flows, not always calm, but ever moving, carrying the weight of forgotten truths and the quiet strength of empathy. In its depths, the echo of the unseen speaks, a language of feeling that binds the self to the world. The water, once still, now moves with purpose, a current that carries the soul toward the unknown, where the boundaries between self and other dissolve into the vast, uncharted tide.",en,104,10,0,114,0.088,"['a', 'a', 'soul', 'a', 'echo', 'a', 'to', 'once', 'a', 'soul']",[]
11,"Beneath the weight of roots, a quiet force stirs—unseen, yet unyielding. The earth cradles the seed of resolve, its soil rich with the echoes of patience. Here, the tangible and the intangible meet, a dance of gravity and grace, where the silent strength of the body becomes the foundation of all that is held. The ground hums with the memory of labor, of choices made in the name of stability, and the quiet rebellion of growth against the pull of the unseen. In this space, the weight of the world is not a burden but a canvas, shaped by the hands that know how to hold, how to let go, how to root themselves in the earth without being swallowed by it. The air between the stones whispers of what is possible when the inner fire meets the solid ground.",en,124,17,0,141,0.121,"['a', 'resolve', 'echoes', 'here', 'tangible', 'intangible', 'a', 'dance', 'body', 'labor', 'a', 'a', 'to', 'to', 'go', 'to', 'solid']",[]
12,"El flujo de las emociones se entrelaza con una fuerza que no siempre se ve, como las olas que bajo la superficie guardan secretos de un mundo que no se puede tocar con manos. Allí, donde el agua se convierte en espejo, se reflejan las raíces de lo que se siente, las decisiones que nacen de la profundidad y las verdades que el corazón lleva en silencio. La tensión entre lo que se mantiene y lo que se derrama, entre el peso de lo que se ha vivido y el llamado de lo que aún no se ha entendido, se hace presente. En ese espacio, donde el agua no es solo movimiento, sino también memoria, se encuentra la capacidad de conectar con lo que está dentro y lo que espera ser liberado. La quietud de un río que fluye sin cesar, la firmeza de una roca que se hunde en el mar, la sombra que se alarga bajo la luna: todo esto se entrelaza en un ciclo que no se detiene, pero que siempre busca el equilibrio entre lo que se sostiene y lo que se deja ir.",es,0,188,0,188,0.0,[],[]
13,"La respiración se desplaza entre las sombras y el brillo, llevando consigo el eco de pensamientos que dan forma a lo que existe. Entre el silencio y el ruido, un flujo sutil se entrelaza, como el aliento que une lo intangible con lo tangible. Las palabras se deshacen en el aire, pero también se reencuentran en la quietud, donde el pensamiento se vuelve un reflejo de lo que nunca se dijo. En la intersección de lo que se murmura y lo que se deja sin decir, hay un equilibrio que sostiene el mundo de los ideales. La mente, como un río que se acalla para fluir, aprende a escuchar el peso de cada palabra, a encontrar en el vacío el espacio donde las ideas se afinan y se convierten en luz. Entre el viento y el agua, todo se equilibra, y en ese equilibrio, la realidad se redefine.",es,0,148,0,148,0.0,[],[]
14,"La tierra sostiene raíces que se entrelazan en un laberinto de sombras y luces, donde el suelo crujiente alberga secretos de risas compartidas y el eco de decisiones tomadas en silencio. Entre las hierbas altas, el peso de lo tangible se desplaza con lentitud, como si el mundo se hubiera acurrucado en un abrazo de tierra húmeda, donde cada paso deja una huella que se funde con el suelo. La luz de lo compartido se filtra entre las ramas, creando un círculo donde lo inmaterial se vuelve parte del terreno, y el cuerpo, el dinero, el aire—todo se entrelaza en un ritmo que no pregunta por el porqué, sino por el cómo. Allí, donde el suelo no es solo suelo, sino un eco de lo que se ha sembrado, el mundo se mantiene en equilibrio entre lo que se toma y lo que se da, como si la tierra misma recordara que todo lo que se cultiva se vuelve parte de la raíz.",es,2,162,0,164,0.012,"['si', 'si']",[]
15,"La tierra sostiene lo que se ha sembrado, con raíces que entrelazan lo visible y lo oculto. Un peso silencioso se extiende sobre lo que ha sido cultivado, no como carga, sino como base. La luz se filtra a través de una red de nodos, donde lo que se ha guardado se transforma en lo que se toca. Hay un equilibrio entre lo que se mantiene y lo que se deja crecer, entre lo que se toma y lo que se da. El suelo no habla, pero alberga la memoria de lo que ha sido plantado, y en su profundidad, el eco de lo que aún no ha surgido. La estabilidad no es un lugar fijo, sino un flujo que se mantiene en el centro, donde lo tangible y lo espiritual se encuentran en un silencio que no es vacío, sino un espacio para la espera de lo que se ha sembrado.",es,0,152,0,152,0.0,[],[]
16,"La tierra sostiene lo que crece en su interior, y en su profundidad se entrelazan raíces que recuerdan el peso de lo que se ha plantado. Allí, donde el silencio se hace visible, las ideas toman forma con la misma firmeza que el suelo bajo los pies, y el aire se vuelve denso con el eco de decisiones tomadas. La luz no es solo lo que se ve, sino lo que se mantiene en la oscuridad, y el cuerpo, aunque frágil, alberga la fuerza de lo que se ha construido. Entre lo que se toca y lo que se siente, hay un equilibrio que se mantiene con la paciencia de un árbol que no pregunta por el viento. La realidad no es solo lo que se dice, sino lo que se deja crecer en el espacio que uno mismo ocupa. Allí, donde el mundo se hace tangible, hay un reflejo de lo que se ha hecho posible, y un llamado a seguir plantando, sin esperar la cosecha.",es,0,167,0,167,0.0,[],[]
17,"El flujo del profundo se desplaza, un río de sombras y luces que reflejan lo que el corazón no dice. En su profundidad, las olas murmuran secretos que el alma ha guardado, y en cada onda se entrelazan los hilos de lo que se siente y lo que se entiende. La luz del subconsciente brilla en las grietas, revelando formas que el pensamiento no alcanza, pero que el corazón reconoce. Allí, donde el agua se vuelve espejo, se encuentran los reflejos de lo que se ha olvidado, los recuerdos que flotan como fragmentos de un sueño antiguo. La emoción, como un viento que no se detiene, lleva consigo el peso de lo que se ha sentido, y en su quietud, se descubre la verdad que el corazón ha estado buscando. El agua no habla, pero sus movimientos hablan de lo que no se puede expresar con palabras.",es,0,147,0,147,0.0,[],[]
18,"La llama se alza en el silencio de un recipiente lleno, su calor dibuja sombras que danzan con el reflejo de un pasado que no se apaga. Entre el fuego que arde y el agua que reposa, un equilibrio inquieto se forma: el ardor de lo que se quema, el reflejo de lo que se recuerda. La chispa de un deseo antiguo se mezcla con el eco de una canción compartida, y en la oscuridad de la llama, se ven las formas de lo que aún no se ha manifestado. La fuerza que impulsa el cambio se encuentra en la quietud de lo que ya está, y en la tensión entre lo que se quema y lo que se renueva. La vida se escribe en el espacio entre el brillo y la oscuridad, donde el fuego no destruye, sino que ilumina lo que ya estaba allí, esperando.",es,0,147,0,147,0.0,[],[]
19,"La tierra sostiene lo que se ha sembrado, pero el peso de lo tangible se ha convertido en una sombra que ahoga el crecimiento. Las raíces, hundidas en la tierra, guardan el recuerdo de lo que fue, pero el viento no trae nuevas semillas. En la quietud del suelo, las cosas se mantienen, pero el silencio de la materia oculta la necesidad de moverse. La tierra no es solo un lugar, sino una fuerza que sostiene lo que se ha construido, pero también una invitación a preguntarse qué se ha dejado de cultivar. Entre lo que se mantiene y lo que se pierde, hay un equilibrio que el cuerpo, los recursos y el entorno no siempre logran mantener. La tierra, en su quietud, es un recordatorio de que lo que se sostiene puede también ser lo que se libera.",es,0,136,3,139,0.0,[],"['hundidas', 'moverse', 'preguntarse']"
20,"La llama que se apaga deja en la oscuridad una sombra de calor, un eco de fuego que no se extingue por completo. Entre los escombros de lo que se quemó, un destello se alza, no como antorcha, sino como una semilla que no necesita llamas para germinar. La piel se recuerda a sí misma, marcada por el roce de lo que se perdió, pero en el silencio entre los latidos, algo se vuelve más claro: el viento que lleva el polvo de las decisiones pasadas no es un fin, sino un preludio de lo que se rehace. La oscuridad no es vacío, sino un espacio donde el fuego se vuelve más intenso, donde el peso de lo que se dejó atrás se convierte en una llama que no se apaga, sino que se vuelve necesario, un recordatorio de que incluso en la ceniza, hay un latido que no se detiene.",es,0,151,0,151,0.0,[],[]
21,"La tierra sostiene lo que nace de lo profundo, donde las emociones se entrelazan con lo tangible. Las raíces se hunden en lo que se ha sembrado, y el suelo alberga lo que se ha permitido crecer. Un río silencioso fluye entre las piedras, llevando consigo el peso de lo que se ha dejado caer. La luz se filtra a través de las grietas, tejiendo un tejido de sombras y claridad que se sostiene en el equilibrio. Lo que se ha cultivado en el interior se manifiesta en el exterior, no como un fin, sino como un inicio. La tierra no es solo soporte, sino también el eco de lo que se ha permitido florecer. En su profundidad, todo se nutre de lo que se ha aceptado, y en su superficie, todo se recuerda de lo que se ha dejado crecer.",es,0,141,0,141,0.0,[],[]
22,"La corriente de los sentimientos se desplaza, suave pero ineludible, llevando consigo los recuerdos que flotan en la oscuridad de la mente. Un eco de lo que fue, un susurro de lo que aún no se ha dicho, se entrelaza con el flujo del inconsciente, donde las sombras se funden con la luz de la intuición. La superficie parece tranquila, pero bajo ella, las olas murmuran secretos que el corazón sabe, aunque los labios no digan. Algo se mueve en el fondo, un río de emociones que no se detiene, que no se detiene, que no se detiene, y en su curso, se reflejan las verdades que el alma ha guardado en silencio. La quietud no es ausencia, sino el espacio donde las emociones se afinan, donde el agua, aunque invisible, moldea el camino que el espíritu aún no ha tomado.",es,0,141,0,141,0.0,[],[]
23,"La raíz se hunde en el suelo, sostenida por un peso que no es de tierra, sino de lo que sostienes en tu cuerpo: el peso de las decisiones, la tensión de los recursos que te sostienen, la fuerza que no se mueve, pero que se mantiene. El cuerpo es un templo de lo que te nutre, de lo que te mantiene erguido en el mundo tangible, aunque la mente te diga que todo es efímero. La tierra no es solo un suelo, sino un reflejo de lo que guardas en tu interior: la capacidad de resistir, de sostener, de convertir lo invisible en algo que se toca. La fuerza no es un grito, sino un silencio que se mantiene en el centro, donde el mundo físico y el espíritu se encuentran en equilibrio, y cada paso hacia adelante es una raíz que se hunde más hondo, sin perderse en el viento.",es,0,151,1,152,0.0,[],['perderse']
