Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
10,"The Page of Wands in the realm of Water invites a journey into the depths of the subconscious. Like a mirror reflecting the hidden currents of the psyche, this card illuminates the secrets and truths that dwell within the seeker's emotional world. It is a call to embrace the flow of feelings, to immerse oneself in the ebb and tide of the heart. For in the realm of Water, emotions are a vital source of wisdom, guiding one towards self-knowledge and connection with others. The Page of Wands in Water suggests a time of introspection, of exploring the currents of the soul to understand one's true nature. It is an invitation to honor the sensitivity of the heart, to trust the intuitive whispers that arise from the depths. For in the realm of Water, emotions are the key to unlocking the mysteries of the self and forging bonds with others through empathy and understanding. The Page of Wands in Water is a reminder that the journey of self-discovery is one of embracing the full spectrum of feelings, from the gentle ripples to the crashing waves. It is a call to dive deep into the emotional landscape, to ride the currents of the heart, and to emerge transformed by the wisdom of the Water.",en,187,30,0,217,0.138,"['invites', 'a', 'a', 'a', 'to', 'embrace', 'to', 'are', 'a', 'vital', 'a', 'time', 'soul', 'to', 'true', 'nature', 'to', 'honor', 'to', 'trust', 'are', 'to', 'a', 'full', 'to', 'a', 'to', 'to', 'to', 'emerge']",[]
11,"The Strength card in the realm of Earth invites a reflection on the power of the physical plane. Like a seedling pushing through the soil, this card represents the manifestation of inner strength in the material world. It is a reminder that our beliefs and emotions have the power to shape our reality, and that our actions can either nurture or hinder our growth. The Strength card in Earth encourages a balanced and sustainable approach to life, one that honors the interconnectedness of all things. It invites the seeker to consider how their choices and actions impact their physical well-being, their financial stability, and the environment around them. This card is a call to cultivate resilience and adaptability, to find strength in the face of challenges, and to trust in the power of the Earth to sustain and nourish. The Strength card in Earth suggests that the path to fulfillment lies in aligning one's spiritual aspirations with their daily practices, in living a life that is grounded and true. It is a reminder that the physical world is a reflection of our inner landscape, and that by tending to the garden of our lives, we can cultivate a bountiful harvest.",en,173,28,1,202,0.139,"['invites', 'a', 'plane', 'a', 'material', 'a', 'to', 'reality', 'can', 'a', 'to', 'invites', 'to', 'a', 'to', 'to', 'to', 'trust', 'to', 'to', 'living', 'a', 'true', 'a', 'a', 'to', 'can', 'a']",['interconnectedness']
12,"Él es el guardián del océano, el soberano de las emociones. Su mirada penetrante ve más allá de las apariencias, percibiendo la verdadera naturaleza de las cosas. Él es el maestro de la intuición, el que sabe cómo navegar por las aguas turbulentas de los sentimientos. Con su guía, las personas aprenden a navegar por el mundo emocional, a encontrar el equilibrio entre sus deseos y sus necesidades. Él es la voz de la compasión en medio de la confusión, la calma en la tormenta de las emociones. El Emperador del Agua es un faro de estabilidad en un mundo en constante cambio. Con su mano firme y su corazón compasivo, él muestra el camino hacia la armonía interior. Él es la conexión entre el corazón y la mente, entre los sueños y la realidad. En su presencia, las personas encuentran la fuerza para enfrentar los desafíos y superar las dificultades emocionales. Él es el maestro de la autenticidad, el que enseña cómo alinear los deseos del corazón con las acciones del mundo. El Emperador del Agua es la guía en el camino hacia la realización personal, el que muestra cómo navegar por las aguas de las emociones para llegar a la orilla de la autenticidad.",es,0,206,0,206,0.0,[],[]
13,"Él es el aliento de la vida, el viento que sopla en la mente. Con cada respiración, trae nuevas ideas, pensamientos y perspectivas. Él es el mensajero entre el cielo y la tierra, entre el espíritu y la materia. En su danza eterna, el aire nos recuerda que estamos conectados a algo más grande que nosotros mismos. Nos invita a abrir nuestros corazones y nuestras mentes, a escuchar las voces de la sabiduría interior y exterior. Él es el puente entre el silencio y la palabra, entre el pensamiento y la acción. En su presencia, encontramos claridad y discernimiento, la capacidad de ver más allá de las apariencias. El aire es el maestro de la comunicación, el que enseña cómo expresar verdaderamente lo que hay en el corazón. Él es la brisa que nos guía en el camino del autodescubrimiento, soplando en la dirección de nuestros sueños más profundos. En el aire, las ideas se convierten en realidad.",es,0,157,1,158,0.0,[],['autodescubrimiento']
14,"La tierra fértil, rica en nutrientes, es el escenario donde se desarrolla la danza de la vida. En su superficie, las semillas de los deseos encuentran el terreno perfecto para echar raíces y florecer. La tierra es paciente, soportando el peso de nuestros sueños y nuestras dudas. Ella sabe que el crecimiento requiere esfuerzo y tiempo. En su superficie, vemos reflejada nuestra propia imagen - nuestras fortalezas y nuestras limitaciones. La tierra nos invita a honrar nuestros recursos, tanto internos como externos. A reconocer que cada uno de nuestros pasos cuenta, que cada elección tiene un impacto en el paisaje de nuestra existencia. En este lugar, donde lo etéreo se vuelve físico, la fuerza de nuestra voluntad determina el rumbo de nuestro camino. La tierra es nuestra aliada en esta travesía, ofreciéndonos estabilidad y nutriendo nuestras aspiraciones con su abundancia. Confía en su sabiduría, deja que te guíe hacia la manifestación de tus sueños más profundos. En la tierra, tus deseos se vuelven realidad.",es,0,161,2,163,0.0,[],"['nutrientes', 'ofreciéndonos']"
15,"La tierra fértil, rica en nutrientes, es el escenario donde se desarrolla la danza de la vida. En su superficie, las semillas de los deseos encuentran el terreno perfecto para echar raíces y florecer. La tierra es paciente, soportando el peso de nuestros sueños y nuestras dudas. Ella sabe que el crecimiento requiere esfuerzo y tiempo. En su superficie, vemos reflejada nuestra propia imagen - nuestras fortalezas y nuestras limitaciones. La tierra nos invita a honrar nuestros recursos, tanto internos como externos. A reconocer que cada uno de nuestros pasos cuenta, que cada elección tiene un impacto en el paisaje de nuestra existencia. En este lugar, donde lo etéreo se vuelve físico, la fuerza de nuestra voluntad determina el rumbo de nuestro camino. La tierra es nuestra aliada en esta travesía, ofreciéndonos estabilidad y nutriendo nuestras aspiraciones con su abundancia. Confía en su sabiduría, deja que te guíe hacia la manifestación de tus sueños más profundos. En la tierra, tus deseos se vuelven realidad.",es,0,161,2,163,0.0,[],"['nutrientes', 'ofreciéndonos']"
16,"Ella es la guardiana de la tierra, la protectora de los recursos. Su mirada penetrante ve más allá de las apariencias, percibiendo la verdadera naturaleza de las cosas. Ella es la maestra de la estrategia y la sabiduría práctica. Con su guía, las personas aprenden a navegar por el mundo material, a encontrar el equilibrio entre sus deseos y sus necesidades. Ella es la voz de la razón en medio de la confusión, la calma en la tormenta de la incertidumbre. La Reina de la Tierra es un faro de estabilidad en un mundo en constante cambio. Con su mano firme y su corazón compasivo, ella muestra el camino hacia la prosperidad y la abundancia. Ella es la conexión entre el cielo y la tierra, entre los sueños y la realidad. En su presencia, las personas encuentran la fuerza para enfrentar los desafíos y superar las dificultades. Ella es la maestra de la manifestación, la que convierte los deseos en acciones tangibles. La Reina de la Tierra es la guía en el camino hacia la realización personal, la que muestra cómo alinear los valores espirituales con las prácticas terrenales.",es,0,189,0,189,0.0,[],[]
17,"Ella es el océano, infinito y profundo. Sus aguas reflejan el cielo y el corazón de todos los que se acercan a ella. En su superficie, se ven reflejados los anhelos más íntimos y los miedos más oscuros. Ella es el espejo en el que las personas encuentran su propia imagen, sus fortalezas y sus limitaciones. El océano es un testigo silencioso de la humanidad, escuchando sus historias de amor y pérdida. En su abrazo líquido, encuentra la compasión por sí misma y por los demás. Ella es la guardiana de los secretos del corazón, los deseos más profundos y las verdades olvidadas. El océano es el camino hacia la autenticidad, la empatía y la conexión. Fluye con ella, déjate llevar por su sabiduría. En su corriente, encontrarás la verdad de tu ser. Ella es la Reina del Agua, la maestra de las emociones, la guía en el camino del autodescubrimiento.",es,0,147,4,151,0.0,[],"['anhelos', 'íntimos', 'déjate', 'autodescubrimiento']"
18,"Las llamas se elevan, danzando en el aire nocturno. Su calor intenso ilumina el cielo oscuro, proyectando sombras en constante movimiento. El fuego es un testigo silencioso de la transformación, consumiendo lo viejo y lo inútil. En su danza eterna, el fuego revela la verdadera naturaleza de las cosas, dejando al descubierto lo que se ocultaba detrás de las apariencias. A veces, el fuego es doloroso, quemando profundamente en el alma. Pero también es un purificador, una fuerza que destruye para crear espacio para lo nuevo. El fuego es la chispa de la inspiración, el impulso que mueve a la acción. En su calor abrasador, las personas encuentran la fuerza para enfrentar sus miedos más profundos y superar sus limitaciones. El fuego es un recordatorio constante de que el cambio es inevitable y necesario. Nos invita a abrazar nuestra propia fuerza interior, a confiar en nuestra capacidad para crear y destruir a voluntad. En la danza del fuego, encontramos la valentía para ser auténticos, para vivir de acuerdo con nuestros deseos más profundos. El fuego es un compañero en el camino de la autodescubrimiento, un guía en la búsqueda de la verdad.",es,0,191,1,192,0.0,[],['autodescubrimiento']
19,"La tierra fértil, rica en nutrientes, es el escenario donde se desarrolla la danza de la vida. En su superficie, las semillas de los deseos encuentran el terreno perfecto para echar raíces y florecer. La tierra es paciente, soportando el peso de nuestros sueños y nuestras dudas. Ella sabe que el crecimiento requiere esfuerzo y tiempo. En su superficie, vemos reflejada nuestra propia imagen - nuestras fortalezas y nuestras limitaciones. La tierra nos invita a honrar nuestros recursos, tanto internos como externos. A reconocer que cada uno de nuestros pasos cuenta, que cada elección tiene un impacto en el paisaje de nuestra existencia. En este lugar, donde lo etéreo se vuelve físico, la fuerza de nuestra voluntad determina el rumbo de nuestro camino. La tierra es nuestra aliada en esta travesía, ofreciéndonos estabilidad y nutriendo nuestras aspiraciones con su abundancia. Confía en su sabiduría, deja que te guíe hacia la manifestación de tus sueños más profundos. En la tierra, tus deseos se vuelven realidad.",es,0,161,2,163,0.0,[],"['nutrientes', 'ofreciéndonos']"
20,"Las llamas se elevan, danzando en el aire nocturno. Su calor intenso ilumina el cielo oscuro, proyectando sombras en constante movimiento. El fuego es un testigo silencioso de la transformación, consumiendo lo viejo y lo inútil. En su danza eterna, el fuego revela la verdadera naturaleza de las cosas, dejando al descubierto lo que se ocultaba detrás de las apariencias. A veces, el fuego es doloroso, quemando profundamente en el alma. Pero también es un purificador, una fuerza que destruye para crear espacio para lo nuevo. El fuego es la chispa de la inspiración, el impulso que mueve a la acción. En su calor abrasador, las personas encuentran la fuerza para enfrentar sus miedos más profundos y superar sus limitaciones. El fuego es un recordatorio constante de que el cambio es inevitable y necesario. Nos invita a abrazar nuestra propia fuerza interior, a confiar en nuestra capacidad para crear y destruir a voluntad. En la danza del fuego, encontramos la valentía para ser auténticos, para vivir de acuerdo con nuestros deseos más profundos. El fuego es un compañero en el camino de la autodescubrimiento, un guía en la búsqueda de la verdad.",es,0,191,1,192,0.0,[],['autodescubrimiento']
21,"Una gota de agua, pura y cristalina, cae sobre la tierra fértil. Al entrar en contacto con el suelo, la gota se abre paso, dejando una marca sutil en la superficie. Esta marca, aunque pequeña, es el comienzo de algo grande. La tierra, paciente y receptiva, acoge la gota, permitiéndole hundirse en su profundidad. A medida que la gota se filtra, la tierra la transforma, dándole forma y sustancia. Lo que antes era líquido se convierte en sólido, tomando la forma del terreno que lo rodea. La gota, ahora parte de la tierra, contribuye a su crecimiento y prosperidad. En este intercambio, la tierra y la gota se enriquecen mutuamente, formando un todo armonioso. La gota, al fusionarse con la tierra, encuentra su propósito, su lugar en el gran tapiz de la existencia. La tierra, a su vez, se nutre de la pureza y la frescura de la gota, permitiendo que nuevas formas de vida florezcan en su superficie. En este momento de encuentro entre lo celestial y lo terrenal, lo etéreo y lo físico, se crea un nuevo equilibrio, una sinfonía de energía y materia. La gota y la tierra, unidas en un abrazo eterno, dan testimonio de la belleza y la fuerza de la transformación.",es,0,203,4,207,0.0,[],"['permitiéndole', 'hundirse', 'dándole', 'fusionarse']"
22,"El agua fluye, profunda y serena, reflejando el cielo en su superficie. Sus corrientes secretas revelan verdades olvidadas, lavando las impurezas del alma. En su espejo líquido se reflejan los anhelos más íntimos, los miedos más oscuros. El agua es el lenguaje del corazón, susurrando historias de amor y pérdida. Sumérgete en sus aguas y deja que te purguen, que te limpien de todo lo que ya no te sirve. Permite que el agua te muestre tu propio reflejo, sin máscaras ni disfraces. En su abrazo líquido, encuentra la compasión por ti mismo y por los demás. El agua es el camino hacia la autenticidad, la empatía y la conexión. Fluye con ella, déjate llevar por su sabiduría. En su corriente, encontrarás la verdad de tu ser.",es,0,123,4,127,0.0,[],"['anhelos', 'íntimos', 'sumérgete', 'déjate']"
23,"La tierra firme bajo tus pies, sólida y segura. Un lugar donde las semillas de tus sueños pueden echar raíces y florecer. Aquí, en este plano tangible, tus pensamientos y emociones se convierten en acciones palpables. Cada decisión, cada paso, deja una marca en el suelo fértil de tu vida. La tierra es paciente, soportando el peso de tus logros y tus fracasos. Ella sabe que el crecimiento requiere esfuerzo y tiempo. En su superficie, ves reflejada tu propia imagen - tus fortalezas y tus limitaciones. La tierra te invita a honrar tus recursos, tanto internos como externos. A reconocer que cada uno de tus pasos cuenta, que cada elección tiene un impacto en el paisaje de tu existencia. En este lugar, donde lo etéreo se vuelve físico, la fuerza de tu voluntad determina el rumbo de tu camino. La tierra es tu aliada en esta travesía, ofreciéndote estabilidad y nutriendo tus aspiraciones con su abundancia. Confía en su sabiduría, deja que te guíe hacia la manifestación de tus sueños más profundos. En la tierra, tus deseos se vuelven realidad.",es,1,177,1,179,0.006,['palpables'],['ofreciéndote']
